composite_ID,UID,test,TSVR_hours,domain,theta,Segment,Days_within
A043_3,A043,3,64.94,where,0.5975626,Late,0.15249999999999986
A043_4,A043,4,149.33,where,-0.3230173,Late,3.6687500000000006
A044_1,A044,1,1.0,where,-0.071484536,Early,0.041666666666666664
A044_2,A044,2,47.66,where,-0.3498922,Early,1.9858333333333331
A044_3,A044,3,91.63,where,-1.3810043,Late,1.2645833333333332
A044_4,A044,4,155.27,where,-1.775171,Late,3.9162500000000002
A045_1,A045,1,1.0,where,-0.8901351,Early,0.041666666666666664
A045_2,A045,2,24.66,where,-1.1997546,Early,1.0275
A045_3,A045,3,72.23,where,-1.20582,Late,0.4562500000000001
A045_4,A045,4,151.52,where,-1.0786914,Late,3.7600000000000002
A046_1,A046,1,1.0,where,-0.7594207,Early,0.041666666666666664
A046_2,A046,2,24.32,where,-1.4042654,Early,1.0133333333333334
A046_3,A046,3,73.05,where,-1.4292107,Late,0.4904166666666665
A046_4,A046,4,147.94,where,-0.8373177,Late,3.6108333333333333
A047_1,A047,1,1.0,where,-0.77400184,Early,0.041666666666666664
A047_2,A047,2,23.46,where,-0.5633802,Early,0.9775
A047_3,A047,3,76.85,where,-0.9876903,Late,0.6487499999999997
A047_4,A047,4,144.22,where,-1.5214664,Late,3.455833333333333
A048_1,A048,1,1.0,where,1.2967834,Early,0.041666666666666664
A048_2,A048,2,23.91,where,0.15703231,Early,0.99625
A048_3,A048,3,81.15,where,-0.019427864,Late,0.8279166666666669
A048_4,A048,4,146.3,where,-0.12420391,Late,3.5425000000000004
A049_1,A049,1,1.0,where,2.1550138,Early,0.041666666666666664
A049_2,A049,2,27.12,where,-0.65311587,Early,1.1300000000000001
A049_3,A049,3,111.38,where,0.5108627,Late,2.0875
A049_4,A049,4,168.86,where,0.17281532,Late,4.482500000000001
A050_1,A050,1,1.0,where,-0.27281812,Early,0.041666666666666664
A050_2,A050,2,24.73,where,-0.5890776,Early,1.0304166666666668
A050_3,A050,3,93.39,where,-0.81224996,Late,1.3379166666666666
A050_4,A050,4,148.69,where,-1.0636857,Late,3.6420833333333333
A051_1,A051,1,1.0,where,1.7481024,Early,0.041666666666666664
A051_2,A051,2,17.16,where,-0.11357858,Early,0.715
A051_3,A051,3,65.63,where,-0.5669623,Late,0.18124999999999977
A051_4,A051,4,146.99,where,-0.5802509,Late,3.5712500000000005
A052_1,A052,1,1.0,where,0.27368045,Early,0.041666666666666664
A052_2,A052,2,31.76,where,0.0042204764,Early,1.3233333333333335
A052_3,A052,3,80.98,where,-0.083795846,Late,0.8208333333333334
A052_4,A052,4,153.27,where,-0.75080687,Late,3.832916666666667
A053_1,A053,1,1.0,where,1.3134335,Early,0.041666666666666664
A053_2,A053,2,32.71,where,0.9613449,Early,1.3629166666666668
A053_3,A053,3,78.28,where,-0.3428614,Late,0.7083333333333334
A053_4,A053,4,148.9,where,-0.13025364,Late,3.6508333333333334
A054_1,A054,1,1.0,where,0.44365084,Early,0.041666666666666664
A054_2,A054,2,16.9,where,1.1336492,Early,0.7041666666666666
A054_3,A054,3,72.83,where,1.302544,Late,0.4812499999999999
A054_4,A054,4,136.83,where,1.423274,Late,3.147916666666667
A055_1,A055,1,1.0,where,0.2548027,Early,0.041666666666666664
A055_2,A055,2,23.24,where,1.0685252,Early,0.9683333333333333
A055_3,A055,3,74.48,where,-0.15719408,Late,0.5500000000000002
A055_4,A055,4,149.21,where,-0.6868054,Late,3.6637500000000003
A056_1,A056,1,1.0,where,0.53407556,Early,0.041666666666666664
A056_2,A056,2,33.61,where,0.36599728,Early,1.4004166666666666
A056_3,A056,3,71.46,where,-0.27181906,Late,0.42416666666666636
A056_4,A056,4,147.84,where,-1.0553216,Late,3.606666666666667
A057_1,A057,1,1.0,where,0.5566227,Early,0.041666666666666664
A057_2,A057,2,24.78,where,-0.7836676,Early,1.0325
A057_3,A057,3,73.83,where,-0.71654075,Late,0.5229166666666666
A057_4,A057,4,145.06,where,-0.99096304,Late,3.4908333333333332
A058_1,A058,1,1.0,where,1.0633141,Early,0.041666666666666664
A058_2,A058,2,22.96,where,-0.7664266,Early,0.9566666666666667
A058_3,A058,3,66.28,where,0.050771274,Late,0.20833333333333334
A058_4,A058,4,143.48,where,-1.0194858,Late,3.4249999999999994
A059_1,A059,1,1.0,where,0.8121099,Early,0.041666666666666664
A059_2,A059,2,30.4,where,1.1245613,Early,1.2666666666666666
A059_3,A059,3,79.78,where,1.553987,Late,0.7708333333333334
A059_4,A059,4,151.93,where,0.44093394,Late,3.7770833333333336
A060_1,A060,1,1.0,where,-0.18527703,Early,0.041666666666666664
A060_2,A060,2,24.87,where,1.1582936,Early,1.0362500000000001
A060_3,A060,3,94.68,where,-0.6168478,Late,1.3916666666666668
A060_4,A060,4,143.91,where,0.17548531,Late,3.4429166666666666
A061_1,A061,1,1.0,where,2.4665449,Early,0.041666666666666664
A061_2,A061,2,35.16,where,0.91655695,Early,1.4649999999999999
A061_3,A061,3,82.55,where,0.4243972,Late,0.8862499999999999
A061_4,A061,4,146.56,where,-0.2831631,Late,3.5533333333333332
A062_1,A062,1,1.0,where,1.5600666,Early,0.041666666666666664
A062_2,A062,2,44.69,where,0.1418573,Early,1.8620833333333333
A062_3,A062,3,92.72,where,-0.45045272,Late,1.3099999999999998
A062_4,A062,4,149.18,where,-0.56087077,Late,3.6625
A063_1,A063,1,1.0,where,0.9488983,Early,0.041666666666666664
A063_2,A063,2,21.98,where,0.7603441,Early,0.9158333333333334
A063_3,A063,3,69.99,where,0.14207737,Late,0.3629166666666664
A063_4,A063,4,141.09,where,-0.39704204,Late,3.325416666666667
A064_1,A064,1,1.0,where,0.6850892,Early,0.041666666666666664
A064_2,A064,2,37.65,where,0.5197236,Early,1.5687499999999999
A064_3,A064,3,82.99,where,0.03945113,Late,0.9045833333333331
A064_4,A064,4,156.21,where,-0.45727742,Late,3.955416666666667
A065_1,A065,1,1.0,where,-2.1264358,Early,0.041666666666666664
A065_2,A065,2,32.31,where,-0.8308915,Early,1.3462500000000002
A065_3,A065,3,106.41,where,-2.107138,Late,1.8804166666666664
A065_4,A065,4,187.43,where,-2.2702193,Late,5.2562500000000005
A066_1,A066,1,1.0,where,0.4814991,Early,0.041666666666666664
A066_2,A066,2,23.35,where,-0.52560335,Early,0.9729166666666668
A066_3,A066,3,73.79,where,-0.813506,Late,0.5212500000000002
A066_4,A066,4,164.93,where,-1.2912297,Late,4.3187500000000005
A067_1,A067,1,1.0,where,0.5986335,Early,0.041666666666666664
A067_2,A067,2,29.91,where,-1.3370378,Early,1.24625
A067_3,A067,3,73.19,where,-1.4671184,Late,0.49624999999999986
A067_4,A067,4,144.19,where,-1.208704,Late,3.4545833333333333
A068_1,A068,1,1.0,where,1.186578,Early,0.041666666666666664
A068_2,A068,2,30.49,where,0.117177755,Early,1.2704166666666665
A068_3,A068,3,82.98,where,0.610876,Late,0.9041666666666668
A068_4,A068,4,155.59,where,-0.36081517,Late,3.9295833333333334
A069_1,A069,1,1.0,where,-0.96561235,Early,0.041666666666666664
A069_2,A069,2,24.96,where,-1.4912251,Early,1.04
A069_3,A069,3,79.75,where,-0.81586957,Late,0.7695833333333333
A069_4,A069,4,140.22,where,-1.6760168,Late,3.2891666666666666
A070_1,A070,1,1.0,where,0.66849816,Early,0.041666666666666664
A070_2,A070,2,24.25,where,0.25979045,Early,1.0104166666666667
A070_3,A070,3,81.92,where,-0.5671378,Late,0.86
A070_4,A070,4,149.2,where,-1.2078129,Late,3.6633333333333327
A071_1,A071,1,1.0,where,1.1825029,Early,0.041666666666666664
A071_2,A071,2,30.92,where,0.37755665,Early,1.2883333333333333
A071_3,A071,3,79.96,where,-0.6371901,Late,0.778333333333333
A071_4,A071,4,153.27,where,0.19446951,Late,3.832916666666667
A072_1,A072,1,1.0,where,0.9963321,Early,0.041666666666666664
A072_2,A072,2,33.76,where,0.3808361,Early,1.4066666666666665
A072_3,A072,3,83.54,where,-0.72129774,Late,0.9275000000000002
A072_4,A072,4,154.89,where,-0.058391795,Late,3.900416666666666
A073_1,A073,1,1.0,where,0.8587265,Early,0.041666666666666664
A073_2,A073,2,66.66,where,-0.20244986,Early,2.7775
A073_3,A073,3,66.9,where,0.21029665,Late,0.23416666666666686
A073_4,A073,4,140.12,where,0.9916159,Late,3.285
A074_1,A074,1,1.0,where,1.0983253,Early,0.041666666666666664
A074_2,A074,2,29.33,where,0.24436297,Early,1.2220833333333332
A074_3,A074,3,73.02,where,-0.60411704,Late,0.48916666666666647
A074_4,A074,4,147.21,where,-0.96847135,Late,3.580416666666667
A075_1,A075,1,1.0,where,0.7470089,Early,0.041666666666666664
A075_2,A075,2,28.68,where,0.6729385,Early,1.195
A075_3,A075,3,71.37,where,-1.4312079,Late,0.4204166666666668
A075_4,A075,4,244.53,where,-0.60777307,Late,7.635416666666667
A076_1,A076,1,1.0,where,-0.44263244,Early,0.041666666666666664
A076_2,A076,2,27.3,where,-0.7997155,Early,1.1375
A076_3,A076,3,74.88,where,-0.8135321,Late,0.5666666666666664
A076_4,A076,4,149.28,where,-2.3054538,Late,3.6666666666666665
A077_1,A077,1,1.0,where,1.0192841,Early,0.041666666666666664
A077_2,A077,2,53.88,where,-0.15604849,Early,2.245
A077_3,A077,3,78.36,where,0.16106999,Late,0.7116666666666666
A077_4,A077,4,149.75,where,0.6083534,Late,3.68625
A078_1,A078,1,1.0,where,0.07454012,Early,0.041666666666666664
A078_2,A078,2,26.17,where,0.16946432,Early,1.0904166666666668
A078_3,A078,3,72.3,where,-1.0444946,Late,0.4591666666666665
A078_4,A078,4,140.08,where,-1.1616063,Late,3.2833333333333337
A079_1,A079,1,1.0,where,0.53766596,Early,0.041666666666666664
A079_2,A079,2,26.11,where,-0.3025957,Early,1.0879166666666666
A079_3,A079,3,74.0,where,-0.8762622,Late,0.5299999999999999
A079_4,A079,4,194.42,where,-0.9346913,Late,5.547499999999999
A080_1,A080,1,1.0,where,0.38280243,Early,0.041666666666666664
A080_2,A080,2,29.03,where,0.5524726,Early,1.2095833333333335
A080_3,A080,3,72.87,where,0.37515318,Late,0.4829166666666668
A080_4,A080,4,145.77,where,-0.64538527,Late,3.520416666666667
A081_1,A081,1,1.0,where,0.50441945,Early,0.041666666666666664
A081_2,A081,2,31.39,where,-0.18483032,Early,1.3079166666666666
A081_3,A081,3,80.13,where,1.1800628,Late,0.7854166666666664
A081_4,A081,4,154.53,where,0.33096862,Late,3.8854166666666665
A082_1,A082,1,1.0,where,0.35655326,Early,0.041666666666666664
A082_2,A082,2,27.97,where,1.3607811,Early,1.1654166666666665
A082_3,A082,3,75.71,where,0.3973795,Late,0.6012499999999997
A082_4,A082,4,170.25,where,-0.14018959,Late,4.540416666666666
A083_1,A083,1,1.0,where,2.0168736,Early,0.041666666666666664
A083_2,A083,2,25.15,where,1.00285,Early,1.0479166666666666
A083_3,A083,3,74.3,where,0.36194983,Late,0.5424999999999999
A083_4,A083,4,144.91,where,0.24137302,Late,3.484583333333333
A084_1,A084,1,1.0,where,0.5691112,Early,0.041666666666666664
A084_2,A084,2,27.25,where,-0.18040624,Early,1.1354166666666667
A084_3,A084,3,91.97,where,0.03166853,Late,1.2787499999999998
A084_4,A084,4,162.51,where,-0.0047476077,Late,4.2179166666666665
A085_1,A085,1,1.0,where,0.2899799,Early,0.041666666666666664
A085_2,A085,2,24.51,where,1.4209598,Early,1.02125
A085_3,A085,3,71.4,where,0.025584096,Late,0.42166666666666686
A085_4,A085,4,170.65,where,-0.3731264,Late,4.557083333333334
A086_1,A086,1,1.0,where,0.97849166,Early,0.041666666666666664
A086_2,A086,2,23.47,where,-0.18614894,Early,0.9779166666666667
A086_3,A086,3,145.29,where,-0.9601963,Late,3.5004166666666663
A086_4,A086,4,169.55,where,-1.1614163,Late,4.51125
A087_1,A087,1,1.0,where,1.2821014,Early,0.041666666666666664
A087_2,A087,2,31.07,where,1.1883459,Early,1.2945833333333334
A087_3,A087,3,72.8,where,-0.2785365,Late,0.4799999999999998
A087_4,A087,4,144.2,where,0.2586514,Late,3.4549999999999996
A088_1,A088,1,1.0,where,2.1475084,Early,0.041666666666666664
A088_2,A088,2,24.25,where,2.4879174,Early,1.0104166666666667
A088_3,A088,3,74.91,where,0.62272197,Late,0.5679166666666665
A088_4,A088,4,149.93,where,1.1072929,Late,3.69375
A089_1,A089,1,1.0,where,1.5649729,Early,0.041666666666666664
A089_2,A089,2,32.14,where,1.0718217,Early,1.3391666666666666
A089_3,A089,3,79.34,where,0.5249375,Late,0.7525000000000001
A089_4,A089,4,146.96,where,0.3508756,Late,3.5700000000000003
A090_1,A090,1,1.0,where,0.099213794,Early,0.041666666666666664
A090_2,A090,2,23.54,where,-0.24209194,Early,0.9808333333333333
A090_3,A090,3,95.42,where,-1.0358795,Late,1.4225
A090_4,A090,4,144.07,where,-1.1617507,Late,3.449583333333333
A091_1,A091,1,1.0,where,0.7014804,Early,0.041666666666666664
A091_2,A091,2,22.2,where,-0.13521343,Early,0.9249999999999999
A091_3,A091,3,73.64,where,-0.8887421,Late,0.515
A091_4,A091,4,142.61,where,-0.9598613,Late,3.3887500000000004
A092_1,A092,1,1.0,where,-0.13686992,Early,0.041666666666666664
A092_2,A092,2,22.83,where,-0.70090806,Early,0.9512499999999999
A092_3,A092,3,71.31,where,-0.4578089,Late,0.4179166666666667
A092_4,A092,4,146.16,where,-1.1760907,Late,3.5366666666666666
A093_1,A093,1,1.0,where,0.44534478,Early,0.041666666666666664
A093_2,A093,2,22.09,where,0.28671375,Early,0.9204166666666667
A093_3,A093,3,70.22,where,0.56649524,Late,0.3724999999999999
A093_4,A093,4,140.95,where,0.5191052,Late,3.3195833333333327
A094_1,A094,1,1.0,where,-0.71144027,Early,0.041666666666666664
A094_2,A094,2,22.98,where,-0.15374868,Early,0.9575
A094_3,A094,3,76.21,where,-1.4280683,Late,0.622083333333333
A094_4,A094,4,149.99,where,-1.1847831,Late,3.6962500000000005
A095_1,A095,1,1.0,where,1.4802225,Early,0.041666666666666664
A095_2,A095,2,29.71,where,-0.3401414,Early,1.2379166666666668
A095_3,A095,3,78.76,where,-0.40075338,Late,0.7283333333333335
A095_4,A095,4,148.79,where,-0.9582339,Late,3.6462499999999998
A096_1,A096,1,1.0,where,-0.4121188,Early,0.041666666666666664
A096_2,A096,2,24.49,where,-0.88762873,Early,1.0204166666666665
A096_3,A096,3,71.19,where,-2.1615133,Late,0.41291666666666654
A096_4,A096,4,143.66,where,-1.2287564,Late,3.4324999999999997
A097_1,A097,1,1.0,where,0.14475676,Early,0.041666666666666664
A097_2,A097,2,24.37,where,-0.57904583,Early,1.0154166666666666
A097_3,A097,3,70.83,where,0.8254244,Late,0.39791666666666653
A097_4,A097,4,144.85,where,0.19003011,Late,3.482083333333333
A098_1,A098,1,1.0,where,0.8269297,Early,0.041666666666666664
A098_2,A098,2,25.77,where,0.446704,Early,1.07375
A098_3,A098,3,78.84,where,1.1578248,Late,0.7316666666666668
A098_4,A098,4,146.29,where,-0.6112854,Late,3.542083333333333
A099_1,A099,1,1.0,where,1.0796213,Early,0.041666666666666664
A099_2,A099,2,28.75,where,1.3544149,Early,1.1979166666666667
A099_3,A099,3,78.57,where,-0.12090313,Late,0.7204166666666664
A099_4,A099,4,143.51,where,1.0466882,Late,3.4262499999999996
A100_1,A100,1,1.0,where,-0.19057651,Early,0.041666666666666664
A100_2,A100,2,31.14,where,0.9044729,Early,1.2975
A100_3,A100,3,75.34,where,0.22922672,Late,0.5858333333333334
A100_4,A100,4,146.8,where,0.06803087,Late,3.563333333333334
A101_1,A101,1,1.0,where,-0.9462252,Early,0.041666666666666664
A101_2,A101,2,29.12,where,-0.55277234,Early,1.2133333333333334
A101_3,A101,3,75.21,where,-1.5930067,Late,0.5804166666666664
A101_4,A101,4,150.22,where,-0.9949761,Late,3.705833333333333
A102_1,A102,1,1.0,where,-0.024540316,Early,0.041666666666666664
A102_2,A102,2,29.13,where,1.2355605,Early,1.2137499999999999
A102_3,A102,3,75.27,where,-0.42207742,Late,0.5829166666666664
A102_4,A102,4,150.41,where,-0.7300058,Late,3.7137499999999997
A103_1,A103,1,1.0,where,1.5713539,Early,0.041666666666666664
A103_2,A103,2,27.26,where,-1.0943544,Early,1.1358333333333335
A103_3,A103,3,80.24,where,-1.4175515,Late,0.7899999999999997
A103_4,A103,4,149.72,where,-1.0943214,Late,3.685
A104_1,A104,1,1.0,where,1.6869882,Early,0.041666666666666664
A104_2,A104,2,22.6,where,0.20594147,Early,0.9416666666666668
A104_3,A104,3,72.62,where,0.2628214,Late,0.47250000000000014
A104_4,A104,4,145.78,where,-1.721655,Late,3.5208333333333335
A105_1,A105,1,1.0,where,0.7042392,Early,0.041666666666666664
A105_2,A105,2,22.77,where,0.5544501,Early,0.94875
A105_3,A105,3,69.46,where,-0.32355082,Late,0.34083333333333304
A105_4,A105,4,146.2,where,0.4385651,Late,3.5383333333333327
A106_1,A106,1,1.0,where,1.314505,Early,0.041666666666666664
A106_2,A106,2,22.64,where,0.06214906,Early,0.9433333333333334
A106_3,A106,3,66.08,where,0.39107776,Late,0.19999999999999987
A106_4,A106,4,147.13,where,1.1643393,Late,3.577083333333333
A107_1,A107,1,1.0,where,-0.7827122,Early,0.041666666666666664
A107_2,A107,2,26.22,where,-1.5480853,Early,1.0925
A107_3,A107,3,71.45,where,-1.1850315,Late,0.42375000000000007
A107_4,A107,4,145.95,where,-1.3145429,Late,3.527916666666666
A108_1,A108,1,1.0,where,-0.46580803,Early,0.041666666666666664
A108_2,A108,2,27.61,where,-0.9090442,Early,1.1504166666666666
A108_3,A108,3,68.96,where,-0.15494189,Late,0.3199999999999997
A108_4,A108,4,152.12,where,-1.056874,Late,3.785
A109_1,A109,1,1.0,where,-0.24901082,Early,0.041666666666666664
A109_2,A109,2,24.65,where,-1.060476,Early,1.0270833333333333
A109_3,A109,3,71.17,where,-0.09701187,Late,0.41208333333333336
A109_4,A109,4,149.87,where,-1.2608058,Late,3.69125
