composite_ID,UID,test,paradigm,theta,Age,Age_c,TSVR_hours,log_TSVR
A083_4,A083,4,IFR,0.35439134,58.0,13.43,144.91,4.982989993275931
A084_1,A084,1,IFR,0.4183016,59.0,14.43,1.0,0.6931471805599453
A084_2,A084,2,IFR,-0.43802726,59.0,14.43,27.25,3.34109345759245
A084_3,A084,3,IFR,-0.0573422,59.0,14.43,91.97,4.532276860467767
A084_4,A084,4,IFR,-0.6182798,59.0,14.43,162.51,5.096874150546495
A085_1,A085,1,IFR,-0.031216,58.0,13.43,1.0,0.6931471805599453
A085_2,A085,2,IFR,1.1066616,58.0,13.43,24.51,3.23907053215372
A085_3,A085,3,IFR,0.061248675,58.0,13.43,71.4,4.282206299391671
A085_4,A085,4,IFR,-0.76523185,58.0,13.43,170.65,5.145457519903701
A086_1,A086,1,IFR,0.38950622,58.0,13.43,1.0,0.6931471805599453
A086_2,A086,2,IFR,-0.14577931,58.0,13.43,23.47,3.19744787745458
A086_3,A086,3,IFR,-1.0502772,58.0,13.43,145.29,4.985590952989995
A086_4,A086,4,IFR,-0.8074584,58.0,13.43,169.55,5.139028508864655
A087_1,A087,1,IFR,0.78208005,59.0,14.43,1.0,0.6931471805599453
A087_2,A087,2,IFR,1.0232055,59.0,14.43,31.07,3.4679210137050633
A087_3,A087,3,IFR,0.5696994,59.0,14.43,72.8,4.301358731606427
A087_4,A087,4,IFR,0.74973524,59.0,14.43,144.2,4.978112102390695
A088_1,A088,1,IFR,1.4914855,56.0,11.43,1.0,0.6931471805599453
A088_2,A088,2,IFR,2.2012293,56.0,11.43,24.25,3.228826155721369
A088_3,A088,3,IFR,1.2592479,56.0,11.43,74.91,4.3295484280286765
A088_4,A088,4,IFR,1.9822054,56.0,11.43,149.93,5.016816153171337
A089_1,A089,1,IFR,0.9941269,56.0,11.43,1.0,0.6931471805599453
A089_2,A089,2,IFR,1.1067888,56.0,11.43,32.14,3.500741011998417
A089_3,A089,3,IFR,0.42236474,56.0,11.43,79.34,4.386267628931136
A089_4,A089,4,IFR,-0.14824519,56.0,11.43,146.96,4.996941966964253
A090_1,A090,1,IFR,0.5147539,61.0,16.43,1.0,0.6931471805599453
A090_2,A090,2,IFR,-0.14470427,61.0,16.43,23.54,3.2003044392827653
A090_3,A090,3,IFR,-1.0755081,61.0,16.43,95.42,4.568713648977476
A090_4,A090,4,IFR,-0.72259337,61.0,16.43,144.07,4.977216384550811
A091_1,A091,1,IFR,0.56830114,63.0,18.43,1.0,0.6931471805599453
A091_2,A091,2,IFR,-0.024470944,63.0,18.43,22.2,3.1441522786722644
A091_3,A091,3,IFR,-1.0722411,63.0,18.43,73.64,4.312676556539088
A091_4,A091,4,IFR,-0.80329055,63.0,18.43,142.61,4.9671012920725275
A092_1,A092,1,IFR,-0.20546757,60.0,15.43,1.0,0.6931471805599453
A092_2,A092,2,IFR,-1.1036576,60.0,15.43,22.83,3.170945291110651
A092_3,A092,3,IFR,-0.9559158,60.0,15.43,71.31,4.28096243218686
A092_4,A092,4,IFR,-1.0151985,60.0,15.43,146.16,4.991520430236574
A093_1,A093,1,IFR,0.5351138,64.0,19.43,1.0,0.6931471805599453
A093_2,A093,2,IFR,1.1764531,64.0,19.43,22.09,3.139399623366404
A093_3,A093,3,IFR,0.49807674,64.0,19.43,70.22,4.265773677849632
A093_4,A093,4,IFR,0.36329606,64.0,19.43,140.95,4.95547488291898
A094_1,A094,1,IFR,-0.95102084,60.0,15.43,1.0,0.6931471805599453
A094_2,A094,2,IFR,-0.08161993,60.0,15.43,22.98,3.177220149599368
A094_3,A094,3,IFR,-1.1016859,60.0,15.43,76.21,4.3465289823207245
A094_4,A094,4,IFR,-0.83792824,60.0,15.43,149.99,5.017213609456379
A095_1,A095,1,IFR,1.80899,61.0,16.43,1.0,0.6931471805599453
A095_2,A095,2,IFR,-0.14235677,61.0,16.43,29.71,3.424588334452731
A095_3,A095,3,IFR,-0.18422538,61.0,16.43,78.76,4.379022125653583
A095_4,A095,4,IFR,-0.21127401,61.0,16.43,148.79,5.009234313180627
A096_1,A096,1,IFR,-0.41371152,60.0,15.43,1.0,0.6931471805599453
A096_2,A096,2,IFR,-0.7807312,60.0,15.43,24.49,3.238286218388024
A096_3,A096,3,IFR,-1.6348042,60.0,15.43,71.19,4.279301532151069
A096_4,A096,4,IFR,-1.5612783,60.0,15.43,143.66,4.974386161421135
A097_1,A097,1,IFR,0.35705918,64.0,19.43,1.0,0.6931471805599453
A097_2,A097,2,IFR,-0.31381193,64.0,19.43,24.37,3.2335673736111907
A097_3,A097,3,IFR,0.67599416,64.0,19.43,70.83,4.27430221608671
A097_4,A097,4,IFR,-0.4779618,64.0,19.43,144.85,4.98257869631373
A098_1,A098,1,IFR,0.4863022,60.0,15.43,1.0,0.6931471805599453
A098_2,A098,2,IFR,0.35508934,60.0,15.43,25.77,3.2872818575322613
A098_3,A098,3,IFR,1.2622093,60.0,15.43,78.84,4.380024632003209
A098_4,A098,4,IFR,-0.91847074,60.0,15.43,146.29,4.992403432501452
A099_1,A099,1,IFR,0.5947077,63.0,18.43,1.0,0.6931471805599453
A099_2,A099,2,IFR,0.9436256,63.0,18.43,28.75,3.392829131991639
A099_3,A099,3,IFR,0.5655428,63.0,18.43,78.57,4.3766371373894435
A099_4,A099,4,IFR,1.2966081,63.0,18.43,143.51,4.973348709310239
A100_1,A100,1,IFR,0.15649687,66.0,21.43,1.0,0.6931471805599453
A100_2,A100,2,IFR,1.812935,66.0,21.43,31.14,3.4701013603093664
A100_3,A100,3,IFR,0.31755033,66.0,21.43,75.34,4.3351970473170836
A100_4,A100,4,IFR,0.07595712,66.0,21.43,146.8,4.995860008514102
A101_1,A101,1,IFR,-0.3487501,69.0,24.43,1.0,0.6931471805599453
A101_2,A101,2,IFR,-1.0621837,69.0,24.43,29.12,3.405189402931693
A101_3,A101,3,IFR,-1.3082596,69.0,24.43,75.21,4.333492687678026
A101_4,A101,4,IFR,-0.9258172,69.0,24.43,150.22,5.018735730130124
A102_1,A102,1,IFR,-0.45942888,68.0,23.43,1.0,0.6931471805599453
A102_2,A102,2,IFR,1.2470385,68.0,23.43,29.13,3.40552135314221
A102_3,A102,3,IFR,-0.7463703,68.0,23.43,75.27,4.3342796761761475
A102_4,A102,4,IFR,0.35073677,68.0,23.43,150.41,5.019991389020281
A103_1,A103,1,IFR,1.6094108,68.0,23.43,1.0,0.6931471805599453
A103_2,A103,2,IFR,-0.4749365,68.0,23.43,27.26,3.3414473772563813
A103_3,A103,3,IFR,-1.2749491,68.0,23.43,80.24,4.397407736712184
A103_4,A103,4,IFR,-0.7590711,68.0,23.43,149.72,5.015423810828053
A104_1,A104,1,IFR,1.8006684,66.0,21.43,1.0,0.6931471805599453
A104_2,A104,2,IFR,0.63661397,66.0,21.43,22.6,3.1612467120315646
A104_3,A104,3,IFR,-0.25256342,66.0,21.43,72.62,4.298916727950875
A104_4,A104,4,IFR,-1.6931355,66.0,21.43,145.78,4.9889348671169165
A105_1,A105,1,IFR,0.6124308,68.0,23.43,1.0,0.6931471805599453
A105_2,A105,2,IFR,0.6128357,68.0,23.43,22.77,3.1684242813721024
A105_3,A105,3,IFR,-0.43068558,68.0,23.43,69.46,4.255045172913092
A105_4,A105,4,IFR,-0.08775301,68.0,23.43,146.2,4.991792206294776
A106_1,A106,1,IFR,1.270947,66.0,21.43,1.0,0.6931471805599453
A106_2,A106,2,IFR,-0.42703262,66.0,21.43,22.64,3.1629401925378975
A106_3,A106,3,IFR,0.37435147,66.0,21.43,66.08,4.205885936955008
A106_4,A106,4,IFR,1.085603,66.0,21.43,147.13,4.998090266593961
A107_1,A107,1,IFR,-0.8262498,70.0,25.43,1.0,0.6931471805599453
A107_2,A107,2,IFR,-1.2923126,70.0,25.43,26.22,3.30395199722332
A107_3,A107,3,IFR,-0.8783097,70.0,25.43,71.45,4.282896668766692
A107_4,A107,4,IFR,-0.54525477,70.0,25.43,145.95,4.990092392864926
A108_1,A108,1,IFR,-0.5137304,69.0,24.43,1.0,0.6931471805599453
A108_2,A108,2,IFR,-0.843856,69.0,24.43,27.61,3.3537563070620187
A108_3,A108,3,IFR,-0.07909426,69.0,24.43,68.96,4.247923650150401
A108_4,A108,4,IFR,-1.6712129,69.0,24.43,152.12,5.031221927704644
A109_1,A109,1,IFR,-0.14437068,68.0,23.43,1.0,0.6931471805599453
A109_2,A109,2,IFR,-1.270778,68.0,23.43,24.65,3.2445435716167785
A109_3,A109,3,IFR,0.009080338,68.0,23.43,71.17,4.279024447084182
A109_4,A109,4,IFR,-1.5646012,68.0,23.43,149.87,5.016418538851983
A010_1,A010,1,ICR,2.3076186,22.0,-22.57,1.0,0.6931471805599453
A010_2,A010,2,ICR,0.50561595,22.0,-22.57,21.9,3.131136910560194
A010_3,A010,3,ICR,-0.34386626,22.0,-22.57,80.88,4.405254760793088
A010_4,A010,4,ICR,0.39210933,22.0,-22.57,145.31,4.985727658390071
A011_1,A011,1,ICR,0.5639205,21.0,-23.57,1.0,0.6931471805599453
A011_2,A011,2,ICR,-0.21693763,21.0,-23.57,24.57,3.2414197893030954
A011_3,A011,3,ICR,-0.11885676,21.0,-23.57,72.55,4.297965447047447
A011_4,A011,4,ICR,-0.40435803,21.0,-23.57,148.85,5.009634793762673
A012_1,A012,1,ICR,0.84081537,21.0,-23.57,1.0,0.6931471805599453
A012_2,A012,2,ICR,-0.011747679,21.0,-23.57,25.6,3.2809112157876537
A012_3,A012,3,ICR,0.46904305,21.0,-23.57,166.33,5.119967910506483
A012_4,A012,4,ICR,-1.1657566,21.0,-23.57,166.87,5.123189870334323
A013_1,A013,1,ICR,-0.06196794,22.0,-22.57,1.0,0.6931471805599453
A013_2,A013,2,ICR,-0.72638094,22.0,-22.57,24.77,3.2492110246642736
A013_3,A013,3,ICR,1.0730467,22.0,-22.57,79.66,4.390242789445222
A013_4,A013,4,ICR,-1.4795078,22.0,-22.57,147.13,4.998090266593961
A014_1,A014,1,ICR,0.5662233,22.0,-22.57,1.0,0.6931471805599453
A014_2,A014,2,ICR,1.1082016,22.0,-22.57,25.66,3.2831643147505627
A014_3,A014,3,ICR,0.03844115,22.0,-22.57,70.56,4.270536258640519
A014_4,A014,4,ICR,-0.97037005,22.0,-22.57,148.87,5.009768251656904
A015_1,A015,1,ICR,1.659924,23.0,-21.57,1.0,0.6931471805599453
A015_2,A015,2,ICR,1.7755525,23.0,-21.57,23.69,3.206398303357088
A015_3,A015,3,ICR,1.6194718,23.0,-21.57,70.59,4.270955399408094
A015_4,A015,4,ICR,-0.014565401,23.0,-21.57,146.54,4.9940993254561565
A016_1,A016,1,ICR,1.3016679,21.0,-23.57,1.0,0.6931471805599453
A016_2,A016,2,ICR,1.4167509,21.0,-23.57,32.85,3.521938999358284
A016_3,A016,3,ICR,-0.14719886,21.0,-23.57,80.64,4.402319337941644
A016_4,A016,4,ICR,-1.0612006,21.0,-23.57,150.8,5.02256386496153
A017_1,A017,1,ICR,-0.64893633,24.0,-20.57,1.0,0.6931471805599453
A017_2,A017,2,ICR,0.68695086,24.0,-20.57,20.61,3.0731561705187946
A017_3,A017,3,ICR,0.23617989,24.0,-20.57,61.28,4.131640346965797
A017_4,A017,4,ICR,1.1511014,24.0,-20.57,140.49,4.952229043207861
A018_1,A018,1,ICR,1.2432209,23.0,-21.57,1.0,0.6931471805599453
A018_2,A018,2,ICR,0.6348993,23.0,-21.57,34.03,3.5562048372093953
A018_3,A018,3,ICR,-0.3062067,23.0,-21.57,83.64,4.438406968109989
A018_4,A018,4,ICR,0.14981274,23.0,-21.57,150.87,5.023024891742178
A019_1,A019,1,ICR,-0.40954873,20.0,-24.57,1.0,0.6931471805599453
A019_2,A019,2,ICR,-0.72419274,20.0,-24.57,28.69,3.3908102887756684
A019_3,A019,3,ICR,-0.7890297,20.0,-24.57,83.68,4.4388794462666645
A019_4,A019,4,ICR,-0.43077806,20.0,-24.57,154.76,5.048316361063944
A020_1,A020,1,ICR,-0.19779886,26.0,-18.57,1.0,0.6931471805599453
A020_2,A020,2,ICR,0.26416394,26.0,-18.57,26.85,3.326832966373293
A020_3,A020,3,ICR,-0.7218849,26.0,-18.57,78.25,4.37260741275739
A020_4,A020,4,ICR,-2.0933332,26.0,-18.57,145.78,4.9889348671169165
A021_1,A021,1,ICR,1.0224657,28.0,-16.57,1.0,0.6931471805599453
A021_2,A021,2,ICR,0.23119716,28.0,-16.57,30.21,3.440738556282688
A021_3,A021,3,ICR,-0.09928185,28.0,-16.57,74.19,4.320018243389936
A021_4,A021,4,ICR,0.77135384,28.0,-16.57,140.39,4.951522029603749
A022_1,A022,1,ICR,0.08487166,28.0,-16.57,1.0,0.6931471805599453
A022_2,A022,2,ICR,0.80793685,28.0,-16.57,24.15,3.224857896545748
A022_3,A022,3,ICR,0.55696887,28.0,-16.57,74.46,4.323602714536165
A022_4,A022,4,ICR,0.63891745,28.0,-16.57,141.71,4.9608145991123
A023_1,A023,1,ICR,0.8567801,26.0,-18.57,1.0,0.6931471805599453
A023_2,A023,2,ICR,0.26234666,26.0,-18.57,25.63,3.282038399825841
A023_3,A023,3,ICR,0.40942284,26.0,-18.57,72.2,4.293195420967266
A023_4,A023,4,ICR,0.22926755,26.0,-18.57,145.07,4.984085958862719
A024_1,A024,1,ICR,-0.18276915,29.0,-15.57,1.0,0.6931471805599453
A024_2,A024,2,ICR,0.632458,29.0,-15.57,29.57,3.420019135902743
A024_3,A024,3,ICR,-0.5480257,29.0,-15.57,91.47,4.526884267589547
A024_4,A024,4,ICR,-1.3661549,29.0,-15.57,145.65,4.9880487954234605
A025_1,A025,1,ICR,1.6351862,26.0,-18.57,1.0,0.6931471805599453
A025_2,A025,2,ICR,1.7770549,26.0,-18.57,23.33,3.1917101567954314
A025_3,A025,3,ICR,-0.15167001,26.0,-18.57,72.94,4.303253953508486
A025_4,A025,4,ICR,-0.76431817,26.0,-18.57,137.74,4.932601677957155
A026_1,A026,1,ICR,1.1173441,29.0,-15.57,1.0,0.6931471805599453
A026_2,A026,2,ICR,0.28154746,29.0,-15.57,26.48,3.3134584673541485
A026_3,A026,3,ICR,0.8135648,29.0,-15.57,75.46,4.336767728268267
A026_4,A026,4,ICR,-0.47460285,29.0,-15.57,147.65,5.001594549444107
A027_1,A027,1,ICR,0.56165755,28.0,-16.57,1.0,0.6931471805599453
A027_2,A027,2,ICR,0.6846959,28.0,-16.57,28.26,3.3762213955919784
A027_3,A027,3,ICR,-0.94683594,28.0,-16.57,74.58,4.325191697921343
A027_4,A027,4,ICR,-0.47532603,28.0,-16.57,145.92,4.989888220951467
A028_1,A028,1,ICR,2.2565992,26.0,-18.57,1.0,0.6931471805599453
A028_2,A028,2,ICR,-0.061017342,26.0,-18.57,22.82,3.170525563927154
A028_3,A028,3,ICR,0.45241958,26.0,-18.57,72.26,4.294014757350668
A028_4,A028,4,ICR,-0.528568,26.0,-18.57,138.91,4.940999358745194
A029_1,A029,1,ICR,1.9823364,25.0,-19.57,1.0,0.6931471805599453
A029_2,A029,2,ICR,0.30846474,25.0,-19.57,28.43,3.382014562245381
A029_3,A029,3,ICR,1.6233219,25.0,-19.57,93.26,4.546056921495585
A029_4,A029,4,ICR,0.09506731,25.0,-19.57,143.14,4.970785049496295
A030_1,A030,1,ICR,0.42693013,31.0,-13.57,1.0,0.6931471805599453
A030_2,A030,2,ICR,0.69716036,31.0,-13.57,32.95,3.5248888540047054
A030_3,A030,3,ICR,0.42517364,31.0,-13.57,71.93,4.289500076996142
A030_4,A030,4,ICR,0.6671635,31.0,-13.57,150.46,5.020321563685677
A031_1,A031,1,ICR,1.4814626,32.0,-12.57,1.0,0.6931471805599453
A031_2,A031,2,ICR,0.110624164,32.0,-12.57,32.41,3.508855256368665
A031_3,A031,3,ICR,-0.1332235,32.0,-12.57,71.56,4.2844138058068815
A031_4,A031,4,ICR,-1.0655026,32.0,-12.57,143.85,4.975698724215359
A032_1,A032,1,ICR,0.9454206,33.0,-11.57,1.0,0.6931471805599453
A032_2,A032,2,ICR,-0.39917567,33.0,-11.57,57.18,4.063541653067055
A032_3,A032,3,ICR,0.39128196,33.0,-11.57,80.16,4.396422514957614
A032_4,A032,4,ICR,1.7303392,33.0,-11.57,144.51,4.980244812772187
A033_1,A033,1,ICR,0.14129296,32.0,-12.57,1.0,0.6931471805599453
A033_2,A033,2,ICR,0.38250932,32.0,-12.57,29.16,3.4065165431397553
A033_3,A033,3,ICR,0.8144951,32.0,-12.57,72.6,4.298645025734831
A033_4,A033,4,ICR,-0.39993677,32.0,-12.57,168.33,5.131849473677249
A034_1,A034,1,ICR,1.903067,33.0,-11.57,1.0,0.6931471805599453
A034_2,A034,2,ICR,1.1695625,33.0,-11.57,26.08,3.298795448044074
A034_3,A034,3,ICR,0.31177452,33.0,-11.57,74.28,4.3212144952771245
A034_4,A034,4,ICR,-0.009669799,33.0,-11.57,145.38,4.986205980173081
A035_1,A035,1,ICR,-0.5415187,34.0,-10.57,1.0,0.6931471805599453
A035_2,A035,2,ICR,1.0356543,34.0,-10.57,44.76,3.8234103470715426
A035_3,A035,3,ICR,-0.39255425,34.0,-10.57,79.98,4.394202210604015
A035_4,A035,4,ICR,-0.92812026,34.0,-10.57,152.47,5.033505108187003
A036_1,A036,1,ICR,1.2325392,30.0,-14.57,1.0,0.6931471805599453
A036_2,A036,2,ICR,-0.050014295,30.0,-14.57,21.63,3.119276459645446
A036_3,A036,3,ICR,-0.21859926,30.0,-14.57,71.47,4.28317268312119
A036_4,A036,4,ICR,-1.234061,30.0,-14.57,143.85,4.975698724215359
A037_1,A037,1,ICR,1.258741,31.0,-13.57,1.0,0.6931471805599453
A037_2,A037,2,ICR,0.58575517,31.0,-13.57,23.7,3.2068032436339315
A037_3,A037,3,ICR,0.20267418,31.0,-13.57,72.08,4.291554731509806
A037_4,A037,4,ICR,-0.4808938,31.0,-13.57,143.66,4.974386161421135
A038_1,A038,1,ICR,1.1368554,32.0,-12.57,1.0,0.6931471805599453
A038_2,A038,2,ICR,-0.15929624,32.0,-12.57,71.85,4.288402532641213
A038_3,A038,3,ICR,0.93710977,32.0,-12.57,72.86,4.3021714094244174
A038_4,A038,4,ICR,-0.112696126,32.0,-12.57,152.89,5.0362380614757605
A039_1,A039,1,ICR,2.1386986,31.0,-13.57,1.0,0.6931471805599453
A039_2,A039,2,ICR,0.99968016,31.0,-13.57,28.65,3.3894621254437345
A039_3,A039,3,ICR,0.8152755,31.0,-13.57,98.84,4.603568904621118
A039_4,A039,4,ICR,0.87478536,31.0,-13.57,246.24,5.510359524791073
A040_1,A040,1,ICR,-0.49256238,38.0,-6.57,1.0,0.6931471805599453
A040_2,A040,2,ICR,-0.38509324,38.0,-6.57,26.26,3.3054204262683866
A040_3,A040,3,ICR,-1.3090754,38.0,-6.57,71.28,4.280547465724028
A040_4,A040,4,ICR,-1.4733402,38.0,-6.57,143.53,4.97348709846075
A041_1,A041,1,ICR,1.4855708,35.0,-9.57,1.0,0.6931471805599453
A041_2,A041,2,ICR,-0.81649363,35.0,-9.57,31.78,3.4898185733156835
A041_3,A041,3,ICR,0.18753728,35.0,-9.57,75.74,4.340423084818807
A041_4,A041,4,ICR,0.48835725,35.0,-9.57,141.84,4.961725122726247
A042_1,A042,1,ICR,-0.6895237,38.0,-6.57,1.0,0.6931471805599453
A042_2,A042,2,ICR,-0.9664004,38.0,-6.57,28.93,3.3988613218646075
A042_3,A042,3,ICR,-0.6056565,38.0,-6.57,72.17,4.292785500895938
A042_4,A042,4,ICR,-1.1014373,38.0,-6.57,146.02,4.9905686319459415
A043_1,A043,1,ICR,0.899163,38.0,-6.57,1.0,0.6931471805599453
A043_2,A043,2,ICR,0.034321833,38.0,-6.57,25.62,3.2816628129669656
A043_3,A043,3,ICR,0.037855305,38.0,-6.57,64.94,4.188745237643585
A043_4,A043,4,ICR,-0.11178535,38.0,-6.57,149.33,5.012832877639743
A044_1,A044,1,ICR,-0.4346427,38.0,-6.57,1.0,0.6931471805599453
A044_2,A044,2,ICR,-0.3329901,38.0,-6.57,47.66,3.8848573373553763
A044_3,A044,3,ICR,-1.7054782,38.0,-6.57,91.63,4.5286130632659365
A044_4,A044,4,ICR,-0.9379744,38.0,-6.57,155.27,5.0515852804252095
A045_1,A045,1,ICR,-0.45263797,37.0,-7.57,1.0,0.6931471805599453
A045_2,A045,2,ICR,-0.82860243,37.0,-7.57,24.66,3.2449333591874905
A045_3,A045,3,ICR,-0.43453157,37.0,-7.57,72.23,4.2936051730729785
A045_4,A045,4,ICR,-0.81670034,37.0,-7.57,151.52,5.027295734989363
A046_1,A046,1,ICR,-0.7534626,38.0,-6.57,1.0,0.6931471805599453
A046_2,A046,2,ICR,-1.6854773,38.0,-6.57,24.32,3.2315945972759756
A046_3,A046,3,ICR,-2.0226305,38.0,-6.57,73.05,4.304740540713808
A046_4,A046,4,ICR,-1.145097,38.0,-6.57,147.94,5.003543540282499
A047_1,A047,1,ICR,-0.2947177,36.0,-8.57,1.0,0.6931471805599453
A047_2,A047,2,ICR,-0.074646346,36.0,-8.57,23.46,3.1970391302590264
A047_3,A047,3,ICR,-1.0434045,36.0,-8.57,76.85,4.354783898280007
A047_4,A047,4,ICR,-1.3391343,36.0,-8.57,144.22,4.978249833952101
A048_1,A048,1,ICR,1.3396158,38.0,-6.57,1.0,0.6931471805599453
A048_2,A048,2,ICR,-0.045005087,38.0,-6.57,23.91,3.215269329274089
A048_3,A048,3,ICR,-0.04359406,38.0,-6.57,81.15,4.408546844483277
A048_4,A048,4,ICR,0.53243536,38.0,-6.57,146.3,4.9924713234685845
A049_1,A049,1,ICR,2.1185856,35.0,-9.57,1.0,0.6931471805599453
A049_2,A049,2,ICR,-0.50056607,35.0,-9.57,27.12,3.336481066942464
A049_3,A049,3,ICR,0.64186585,35.0,-9.57,111.38,4.721885985684052
A049_4,A049,4,ICR,-0.14295964,35.0,-9.57,168.86,5.134974568351863
A050_1,A050,1,ICR,-0.081971474,41.0,-3.5700000000000003,1.0,0.6931471805599453
A050_2,A050,2,ICR,-0.26677322,41.0,-3.5700000000000003,24.73,3.2476576262936527
A050_3,A050,3,ICR,-0.98047173,41.0,-3.5700000000000003,93.39,4.547435135336853
A050_4,A050,4,ICR,-0.5670056,41.0,-3.5700000000000003,148.69,5.008566488927144
A051_1,A051,1,ICR,1.7813605,41.0,-3.5700000000000003,1.0,0.6931471805599453
A051_2,A051,2,ICR,0.20063995,41.0,-3.5700000000000003,17.16,2.8992213731731473
A051_3,A051,3,ICR,-0.3531045,41.0,-3.5700000000000003,65.63,4.199154926574446
A051_4,A051,4,ICR,-0.077873945,41.0,-3.5700000000000003,146.99,4.997144703913756
A052_1,A052,1,ICR,0.66354376,43.0,-1.5700000000000003,1.0,0.6931471805599453
A052_2,A052,2,ICR,-0.25498182,43.0,-1.5700000000000003,31.76,3.4892082589848687
A052_3,A052,3,ICR,0.36897573,43.0,-1.5700000000000003,80.98,4.406475315076191
A052_4,A052,4,ICR,-0.78321314,43.0,-1.5700000000000003,153.27,5.038704314023848
A053_1,A053,1,ICR,1.2605083,44.0,-0.5700000000000003,1.0,0.6931471805599453
A053_2,A053,2,ICR,1.0534477,44.0,-0.5700000000000003,32.71,3.5177945292459696
A053_3,A053,3,ICR,-0.6444452,44.0,-0.5700000000000003,78.28,4.372985890021733
A053_4,A053,4,ICR,-0.034559526,44.0,-0.5700000000000003,148.9,5.009968405108552
A054_1,A054,1,ICR,0.31915054,43.0,-1.5700000000000003,1.0,0.6931471805599453
A054_2,A054,2,ICR,0.45086184,43.0,-1.5700000000000003,16.9,2.884800712846709
A054_3,A054,3,ICR,0.7501586,43.0,-1.5700000000000003,72.83,4.3017651530710745
A054_4,A054,4,ICR,1.2492504,43.0,-1.5700000000000003,136.83,4.926021041706347
A055_1,A055,1,ICR,0.041222192,44.0,-0.5700000000000003,1.0,0.6931471805599453
A055_2,A055,2,ICR,1.2471511,44.0,-0.5700000000000003,23.24,3.1880041612011136
A055_3,A055,3,ICR,-0.31288907,44.0,-0.5700000000000003,74.48,4.32386772050035
A055_4,A055,4,ICR,-1.554973,44.0,-0.5700000000000003,149.21,5.012034315009963
A056_1,A056,1,ICR,0.9120589,42.0,-2.5700000000000003,1.0,0.6931471805599453
A056_2,A056,2,ICR,-0.018810825,42.0,-2.5700000000000003,33.61,3.544142657647253
A056_3,A056,3,ICR,0.29311848,42.0,-2.5700000000000003,71.46,4.283034685466931
A056_4,A056,4,ICR,-1.1334265,42.0,-2.5700000000000003,147.84,5.002871903478422
A057_1,A057,1,ICR,-0.05232748,40.0,-4.57,1.0,0.6931471805599453
A057_2,A057,2,ICR,-0.85586286,40.0,-4.57,24.78,3.2495989975110415
A057_3,A057,3,ICR,-0.5226535,40.0,-4.57,73.83,4.315218874092267
A057_4,A057,4,ICR,-1.2877662,40.0,-4.57,145.06,4.984017496191964
A058_1,A058,1,ICR,1.6296768,42.0,-2.5700000000000003,1.0,0.6931471805599453
A058_2,A058,2,ICR,-0.682836,42.0,-2.5700000000000003,22.96,3.1763857732472487
A058_3,A058,3,ICR,-0.061592907,42.0,-2.5700000000000003,66.28,4.208863015664693
A058_4,A058,4,ICR,-0.7328553,42.0,-2.5700000000000003,143.48,4.973141089668675
A059_1,A059,1,ICR,0.8768439,43.0,-1.5700000000000003,1.0,0.6931471805599453
