composite_ID,UID,test,paradigm,theta,Age,Age_c,TSVR_hours,log_TSVR
A059_2,A059,2,ICR,1.4401908,43.0,-1.5700000000000003,30.4,3.4468078929142076
A059_3,A059,3,ICR,2.004653,43.0,-1.5700000000000003,79.78,4.391729410135267
A059_4,A059,4,ICR,0.0840155,43.0,-1.5700000000000003,151.93,5.029980300360032
A060_1,A060,1,ICR,-0.034585696,48.0,3.4299999999999997,1.0,0.6931471805599453
A060_2,A060,2,ICR,0.75584376,48.0,3.4299999999999997,24.87,3.2530839961979376
A060_3,A060,3,ICR,-0.2604367,48.0,3.4299999999999997,94.68,4.561009290202322
A060_4,A060,4,ICR,0.36166513,48.0,3.4299999999999997,143.91,4.976112860057833
A061_1,A061,1,ICR,2.3680613,47.0,2.4299999999999997,1.0,0.6931471805599453
A061_2,A061,2,ICR,0.9821358,47.0,2.4299999999999997,35.16,3.5879535355239756
A061_3,A061,3,ICR,0.64583325,47.0,2.4299999999999997,82.55,4.425445255041403
A061_4,A061,4,ICR,-0.63718915,47.0,2.4299999999999997,146.56,4.994234872728475
A062_1,A062,1,ICR,1.4751632,48.0,3.4299999999999997,1.0,0.6931471805599453
A062_2,A062,2,ICR,0.39018252,48.0,3.4299999999999997,44.69,3.8218794555751803
A062_3,A062,3,ICR,-0.94510424,48.0,3.4299999999999997,92.72,4.540311613639595
A062_4,A062,4,ICR,-0.8798419,48.0,3.4299999999999997,149.18,5.011834574671738
A063_1,A063,1,ICR,1.2077117,45.0,0.4299999999999997,1.0,0.6931471805599453
A063_2,A063,2,ICR,1.3568763,45.0,0.4299999999999997,21.98,3.1346242724206097
A063_3,A063,3,ICR,0.070884176,45.0,0.4299999999999997,69.99,4.262539022051294
A063_4,A063,4,ICR,-1.0678395,45.0,0.4299999999999997,141.09,4.956460659649984
A064_1,A064,1,ICR,1.2809386,47.0,2.4299999999999997,1.0,0.6931471805599453
A064_2,A064,2,ICR,0.7598011,47.0,2.4299999999999997,37.65,3.654546775033431
A064_3,A064,3,ICR,0.16164199,47.0,2.4299999999999997,82.99,4.430697744137536
A064_4,A064,4,ICR,-0.7334007,47.0,2.4299999999999997,156.21,5.057582491203423
A065_1,A065,1,ICR,-1.8375293,47.0,2.4299999999999997,1.0,0.6931471805599453
A065_2,A065,2,ICR,-0.0030232137,47.0,2.4299999999999997,32.31,3.5058576522055884
A065_3,A065,3,ICR,-1.2474006,47.0,2.4299999999999997,106.41,4.676653287609955
A065_4,A065,4,ICR,-2.2587807,47.0,2.4299999999999997,187.43,5.238726585134399
A066_1,A066,1,ICR,-0.14587693,47.0,2.4299999999999997,1.0,0.6931471805599453
A066_2,A066,2,ICR,-0.5350211,47.0,2.4299999999999997,23.35,3.192531849528599
A066_3,A066,3,ICR,-1.1306067,47.0,2.4299999999999997,73.79,4.314684186203576
A066_4,A066,4,ICR,-1.4549768,47.0,2.4299999999999997,164.93,5.111566012674697
A067_1,A067,1,ICR,0.20703617,48.0,3.4299999999999997,1.0,0.6931471805599453
A067_2,A067,2,ICR,-1.5590602,48.0,3.4299999999999997,29.91,3.431079756144025
A067_3,A067,3,ICR,-1.4660316,48.0,3.4299999999999997,73.19,4.306629370201435
A067_4,A067,4,ICR,-1.5478401,48.0,3.4299999999999997,144.19,4.978043229495596
A068_1,A068,1,ICR,1.4069263,49.0,4.43,1.0,0.6931471805599453
A068_2,A068,2,ICR,-0.21608391,49.0,4.43,30.49,3.4496700351129332
A068_3,A068,3,ICR,0.7251277,49.0,4.43,82.98,4.430578675256047
A068_4,A068,4,ICR,-0.44046012,49.0,4.43,155.59,5.053630924557352
A069_1,A069,1,ICR,-0.8156367,46.0,1.4299999999999997,1.0,0.6931471805599453
A069_2,A069,2,ICR,-1.003427,46.0,1.4299999999999997,24.96,3.2565568918358894
A069_3,A069,3,ICR,-0.15258345,46.0,1.4299999999999997,79.75,4.391357962102766
A069_4,A069,4,ICR,-1.1634574,46.0,1.4299999999999997,140.22,4.950318958088201
A070_1,A070,1,ICR,0.17281204,52.0,7.43,1.0,0.6931471805599453
A070_2,A070,2,ICR,0.050464932,52.0,7.43,24.25,3.228826155721369
A070_3,A070,3,ICR,-1.109818,52.0,7.43,81.92,4.417876287567579
A070_4,A070,4,ICR,-1.0831009,52.0,7.43,149.2,5.011967739330034
A071_1,A071,1,ICR,0.5489096,50.0,5.43,1.0,0.6931471805599453
A071_2,A071,2,ICR,0.40938142,50.0,5.43,30.92,3.463232772581608
A071_3,A071,3,ICR,-0.70280397,50.0,5.43,79.96,4.3939552055391555
A071_4,A071,4,ICR,0.24814038,50.0,5.43,153.27,5.038704314023848
A072_1,A072,1,ICR,1.2745856,50.0,5.43,1.0,0.6931471805599453
A072_2,A072,2,ICR,1.3061616,50.0,5.43,33.76,3.548467300397191
A072_3,A072,3,ICR,-0.58761966,50.0,5.43,83.54,4.437224795138644
A072_4,A072,4,ICR,0.10019777,50.0,5.43,154.89,5.04915063032459
A073_1,A073,1,ICR,1.1698031,51.0,6.43,1.0,0.6931471805599453
A073_2,A073,2,ICR,0.213315,51.0,6.43,66.66,4.214495163352562
A073_3,A073,3,ICR,1.063813,51.0,6.43,66.9,4.21803603456465
A073_4,A073,4,ICR,1.2432824,51.0,6.43,140.12,4.949610592258481
A074_1,A074,1,ICR,1.3506466,53.0,8.43,1.0,0.6931471805599453
A074_2,A074,2,ICR,-0.031553622,53.0,8.43,29.33,3.41213732170049
A074_3,A074,3,ICR,-0.53760165,53.0,8.43,73.02,4.30433532695801
A074_4,A074,4,ICR,-0.6315205,53.0,8.43,147.21,4.998630186968824
A075_1,A075,1,ICR,0.9588991,53.0,8.43,1.0,0.6931471805599453
A075_2,A075,2,ICR,0.5673783,53.0,8.43,28.68,3.39047341829918
A075_3,A075,3,ICR,-1.399464,53.0,8.43,71.37,4.281791848878036
A075_4,A075,4,ICR,-0.7930459,53.0,8.43,244.53,5.5034191393614815
A076_1,A076,1,ICR,0.024194812,54.0,9.43,1.0,0.6931471805599453
A076_2,A076,2,ICR,-1.0196363,54.0,9.43,27.3,3.342861804649192
A076_3,A076,3,ICR,-1.6319014,54.0,9.43,74.88,4.3291531450668135
A076_4,A076,4,ICR,-1.6889011,54.0,9.43,149.28,5.0125002207057685
A077_1,A077,1,ICR,0.620659,52.0,7.43,1.0,0.6931471805599453
A077_2,A077,2,ICR,-0.054946523,52.0,7.43,53.88,4.00514898341763
A077_3,A077,3,ICR,-0.40346828,52.0,7.43,78.36,4.373994462976618
A077_4,A077,4,ICR,0.047804616,52.0,7.43,149.75,5.015622835607295
A078_1,A078,1,ICR,-0.5550404,50.0,5.43,1.0,0.6931471805599453
A078_2,A078,2,ICR,0.33242676,50.0,5.43,26.17,3.3021134234382563
A078_3,A078,3,ICR,-0.71275437,50.0,5.43,72.3,4.294560608892605
A078_4,A078,4,ICR,-0.96229225,50.0,5.43,140.08,4.949327105367852
A079_1,A079,1,ICR,0.7266939,50.0,5.43,1.0,0.6931471805599453
A079_2,A079,2,ICR,0.33964783,50.0,5.43,26.11,3.299902663510574
A079_3,A079,3,ICR,-0.95795447,50.0,5.43,74.0,4.31748811353631
A079_4,A079,4,ICR,-0.64385366,50.0,5.43,194.42,5.275151088516197
A080_1,A080,1,ICR,0.4963262,56.0,11.43,1.0,0.6931471805599453
A080_2,A080,2,ICR,0.06484385,56.0,11.43,29.03,3.402196881995239
A080_3,A080,3,ICR,0.17949885,56.0,11.43,72.87,4.302306791540646
A080_4,A080,4,ICR,-0.7201712,56.0,11.43,145.77,4.988866735623107
A081_1,A081,1,ICR,0.59079283,55.0,10.43,1.0,0.6931471805599453
A081_2,A081,2,ICR,-0.37425303,55.0,10.43,31.39,3.477849733183238
A081_3,A081,3,ICR,1.4981886,55.0,10.43,80.13,4.396052806406973
A081_4,A081,4,ICR,0.28968403,55.0,10.43,154.53,5.046838639056468
A082_1,A082,1,ICR,0.3937965,58.0,13.43,1.0,0.6931471805599453
A082_2,A082,2,ICR,1.6726893,58.0,13.43,27.97,3.366260811781259
A082_3,A082,3,ICR,0.26070443,58.0,13.43,75.71,4.3400320779712045
A082_4,A082,4,ICR,-0.24990185,58.0,13.43,170.25,5.143124477142335
A083_1,A083,1,ICR,1.8757206,58.0,13.43,1.0,0.6931471805599453
A083_2,A083,2,ICR,0.7406226,58.0,13.43,25.15,3.263849190510932
A083_3,A083,3,ICR,0.15675685,58.0,13.43,74.3,4.321480134805848
A083_4,A083,4,ICR,0.41007304,58.0,13.43,144.91,4.982989993275931
A084_1,A084,1,ICR,1.0363737,59.0,14.43,1.0,0.6931471805599453
A084_2,A084,2,ICR,-0.08566386,59.0,14.43,27.25,3.34109345759245
A084_3,A084,3,ICR,0.1501421,59.0,14.43,91.97,4.532276860467767
A084_4,A084,4,ICR,-0.5393467,59.0,14.43,162.51,5.096874150546495
A085_1,A085,1,ICR,0.075853765,58.0,13.43,1.0,0.6931471805599453
A085_2,A085,2,ICR,1.2179971,58.0,13.43,24.51,3.23907053215372
A085_3,A085,3,ICR,-0.22426121,58.0,13.43,71.4,4.282206299391671
A085_4,A085,4,ICR,-0.3583133,58.0,13.43,170.65,5.145457519903701
A086_1,A086,1,ICR,0.88108736,58.0,13.43,1.0,0.6931471805599453
A086_2,A086,2,ICR,0.30652004,58.0,13.43,23.47,3.19744787745458
A086_3,A086,3,ICR,-0.82387006,58.0,13.43,145.29,4.985590952989995
A086_4,A086,4,ICR,-0.6613363,58.0,13.43,169.55,5.139028508864655
A087_1,A087,1,ICR,0.58175397,59.0,14.43,1.0,0.6931471805599453
A087_2,A087,2,ICR,1.1760826,59.0,14.43,31.07,3.4679210137050633
A087_3,A087,3,ICR,0.65625054,59.0,14.43,72.8,4.301358731606427
A087_4,A087,4,ICR,0.28195977,59.0,14.43,144.2,4.978112102390695
A088_1,A088,1,ICR,1.5454081,56.0,11.43,1.0,0.6931471805599453
A088_2,A088,2,ICR,2.4344504,56.0,11.43,24.25,3.228826155721369
A088_3,A088,3,ICR,1.1459264,56.0,11.43,74.91,4.3295484280286765
A088_4,A088,4,ICR,2.3584166,56.0,11.43,149.93,5.016816153171337
A089_1,A089,1,ICR,1.0743129,56.0,11.43,1.0,0.6931471805599453
A089_2,A089,2,ICR,1.006568,56.0,11.43,32.14,3.500741011998417
A089_3,A089,3,ICR,1.1093498,56.0,11.43,79.34,4.386267628931136
A089_4,A089,4,ICR,0.019611612,56.0,11.43,146.96,4.996941966964253
A090_1,A090,1,ICR,0.06928799,61.0,16.43,1.0,0.6931471805599453
A090_2,A090,2,ICR,-0.5618887,61.0,16.43,23.54,3.2003044392827653
A090_3,A090,3,ICR,-1.2942528,61.0,16.43,95.42,4.568713648977476
A090_4,A090,4,ICR,-0.66221637,61.0,16.43,144.07,4.977216384550811
A091_1,A091,1,ICR,0.37353247,63.0,18.43,1.0,0.6931471805599453
A091_2,A091,2,ICR,-0.38569748,63.0,18.43,22.2,3.1441522786722644
A091_3,A091,3,ICR,-0.9121887,63.0,18.43,73.64,4.312676556539088
A091_4,A091,4,ICR,-0.82411695,63.0,18.43,142.61,4.9671012920725275
A092_1,A092,1,ICR,-0.018687323,60.0,15.43,1.0,0.6931471805599453
A092_2,A092,2,ICR,-0.92986196,60.0,15.43,22.83,3.170945291110651
A092_3,A092,3,ICR,-0.65643394,60.0,15.43,71.31,4.28096243218686
A092_4,A092,4,ICR,-0.845883,60.0,15.43,146.16,4.991520430236574
A093_1,A093,1,ICR,0.5201135,64.0,19.43,1.0,0.6931471805599453
A093_2,A093,2,ICR,0.55581963,64.0,19.43,22.09,3.139399623366404
A093_3,A093,3,ICR,-0.043852262,64.0,19.43,70.22,4.265773677849632
A093_4,A093,4,ICR,-0.121557094,64.0,19.43,140.95,4.95547488291898
A094_1,A094,1,ICR,-0.73902184,60.0,15.43,1.0,0.6931471805599453
A094_2,A094,2,ICR,-0.29991186,60.0,15.43,22.98,3.177220149599368
A094_3,A094,3,ICR,-1.2893258,60.0,15.43,76.21,4.3465289823207245
A094_4,A094,4,ICR,-1.1009582,60.0,15.43,149.99,5.017213609456379
A095_1,A095,1,ICR,1.8624213,61.0,16.43,1.0,0.6931471805599453
A095_2,A095,2,ICR,0.055583816,61.0,16.43,29.71,3.424588334452731
A095_3,A095,3,ICR,-0.016563427,61.0,16.43,78.76,4.379022125653583
A095_4,A095,4,ICR,-0.25386304,61.0,16.43,148.79,5.009234313180627
A096_1,A096,1,ICR,-0.405043,60.0,15.43,1.0,0.6931471805599453
A096_2,A096,2,ICR,-0.70250136,60.0,15.43,24.49,3.238286218388024
A096_3,A096,3,ICR,-1.5279682,60.0,15.43,71.19,4.279301532151069
A096_4,A096,4,ICR,-2.1239834,60.0,15.43,143.66,4.974386161421135
A097_1,A097,1,ICR,0.17421606,64.0,19.43,1.0,0.6931471805599453
A097_2,A097,2,ICR,-0.18929343,64.0,19.43,24.37,3.2335673736111907
A097_3,A097,3,ICR,0.3600653,64.0,19.43,70.83,4.27430221608671
A097_4,A097,4,ICR,-0.3640842,64.0,19.43,144.85,4.98257869631373
A098_1,A098,1,ICR,0.76267684,60.0,15.43,1.0,0.6931471805599453
A098_2,A098,2,ICR,0.50032306,60.0,15.43,25.77,3.2872818575322613
A098_3,A098,3,ICR,0.7660794,60.0,15.43,78.84,4.380024632003209
A098_4,A098,4,ICR,-0.8945514,60.0,15.43,146.29,4.992403432501452
A099_1,A099,1,ICR,1.0417407,63.0,18.43,1.0,0.6931471805599453
A099_2,A099,2,ICR,0.6420143,63.0,18.43,28.75,3.392829131991639
A099_3,A099,3,ICR,0.33446977,63.0,18.43,78.57,4.3766371373894435
A099_4,A099,4,ICR,0.98564196,63.0,18.43,143.51,4.973348709310239
A100_1,A100,1,ICR,0.2507026,66.0,21.43,1.0,0.6931471805599453
A100_2,A100,2,ICR,1.7990696,66.0,21.43,31.14,3.4701013603093664
A100_3,A100,3,ICR,0.022800112,66.0,21.43,75.34,4.3351970473170836
A100_4,A100,4,ICR,-0.14655165,66.0,21.43,146.8,4.995860008514102
A101_1,A101,1,ICR,0.06431497,69.0,24.43,1.0,0.6931471805599453
A101_2,A101,2,ICR,-0.4466182,69.0,24.43,29.12,3.405189402931693
A101_3,A101,3,ICR,-1.0314987,69.0,24.43,75.21,4.333492687678026
A101_4,A101,4,ICR,-0.9808568,69.0,24.43,150.22,5.018735730130124
A102_1,A102,1,ICR,-0.4727804,68.0,23.43,1.0,0.6931471805599453
A102_2,A102,2,ICR,1.1755204,68.0,23.43,29.13,3.40552135314221
A102_3,A102,3,ICR,-0.62653625,68.0,23.43,75.27,4.3342796761761475
A102_4,A102,4,ICR,-0.13949722,68.0,23.43,150.41,5.019991389020281
A103_1,A103,1,ICR,1.6574401,68.0,23.43,1.0,0.6931471805599453
A103_2,A103,2,ICR,-0.61883485,68.0,23.43,27.26,3.3414473772563813
A103_3,A103,3,ICR,-1.058727,68.0,23.43,80.24,4.397407736712184
A103_4,A103,4,ICR,-0.77343935,68.0,23.43,149.72,5.015423810828053
A104_1,A104,1,ICR,1.5773517,66.0,21.43,1.0,0.6931471805599453
A104_2,A104,2,ICR,0.6895314,66.0,21.43,22.6,3.1612467120315646
A104_3,A104,3,ICR,0.17436832,66.0,21.43,72.62,4.298916727950875
A104_4,A104,4,ICR,-1.2733445,66.0,21.43,145.78,4.9889348671169165
A105_1,A105,1,ICR,0.91576445,68.0,23.43,1.0,0.6931471805599453
A105_2,A105,2,ICR,0.7752459,68.0,23.43,22.77,3.1684242813721024
A105_3,A105,3,ICR,-0.4392154,68.0,23.43,69.46,4.255045172913092
A105_4,A105,4,ICR,-0.16613224,68.0,23.43,146.2,4.991792206294776
A106_1,A106,1,ICR,1.0576928,66.0,21.43,1.0,0.6931471805599453
A106_2,A106,2,ICR,-0.51895714,66.0,21.43,22.64,3.1629401925378975
A106_3,A106,3,ICR,0.29473698,66.0,21.43,66.08,4.205885936955008
A106_4,A106,4,ICR,1.0693434,66.0,21.43,147.13,4.998090266593961
A107_1,A107,1,ICR,-0.5625059,70.0,25.43,1.0,0.6931471805599453
A107_2,A107,2,ICR,-1.480025,70.0,25.43,26.22,3.30395199722332
A107_3,A107,3,ICR,-0.9414066,70.0,25.43,71.45,4.282896668766692
A107_4,A107,4,ICR,-0.7620688,70.0,25.43,145.95,4.990092392864926
A108_1,A108,1,ICR,-0.81889147,69.0,24.43,1.0,0.6931471805599453
A108_2,A108,2,ICR,-0.4216877,69.0,24.43,27.61,3.3537563070620187
A108_3,A108,3,ICR,0.16783781,69.0,24.43,68.96,4.247923650150401
A108_4,A108,4,ICR,-1.4309634,69.0,24.43,152.12,5.031221927704644
A109_1,A109,1,ICR,-0.4498533,68.0,23.43,1.0,0.6931471805599453
A109_2,A109,2,ICR,-1.0999992,68.0,23.43,24.65,3.2445435716167785
A109_3,A109,3,ICR,0.0005814457,68.0,23.43,71.17,4.279024447084182
A109_4,A109,4,ICR,-1.645536,68.0,23.43,149.87,5.016418538851983
A010_1,A010,1,IRE,2.4384494,22.0,-22.57,1.0,0.6931471805599453
A010_2,A010,2,IRE,0.3100767,22.0,-22.57,21.9,3.131136910560194
A010_3,A010,3,IRE,-0.5900594,22.0,-22.57,80.88,4.405254760793088
A010_4,A010,4,IRE,0.7578454,22.0,-22.57,145.31,4.985727658390071
A011_1,A011,1,IRE,0.64898896,21.0,-23.57,1.0,0.6931471805599453
A011_2,A011,2,IRE,0.4779798,21.0,-23.57,24.57,3.2414197893030954
A011_3,A011,3,IRE,-0.18876392,21.0,-23.57,72.55,4.297965447047447
A011_4,A011,4,IRE,-0.36833763,21.0,-23.57,148.85,5.009634793762673
A012_1,A012,1,IRE,1.185163,21.0,-23.57,1.0,0.6931471805599453
A012_2,A012,2,IRE,-0.4810561,21.0,-23.57,25.6,3.2809112157876537
A012_3,A012,3,IRE,0.9331896,21.0,-23.57,166.33,5.119967910506483
A012_4,A012,4,IRE,-1.2891253,21.0,-23.57,166.87,5.123189870334323
A013_1,A013,1,IRE,-0.26959375,22.0,-22.57,1.0,0.6931471805599453
A013_2,A013,2,IRE,-0.26315907,22.0,-22.57,24.77,3.2492110246642736
A013_3,A013,3,IRE,0.5015512,22.0,-22.57,79.66,4.390242789445222
A013_4,A013,4,IRE,-0.85894424,22.0,-22.57,147.13,4.998090266593961
A014_1,A014,1,IRE,0.8939411,22.0,-22.57,1.0,0.6931471805599453
A014_2,A014,2,IRE,1.3020949,22.0,-22.57,25.66,3.2831643147505627
A014_3,A014,3,IRE,0.1523909,22.0,-22.57,70.56,4.270536258640519
A014_4,A014,4,IRE,-0.9391108,22.0,-22.57,148.87,5.009768251656904
A015_1,A015,1,IRE,1.7311847,23.0,-21.57,1.0,0.6931471805599453
A015_2,A015,2,IRE,1.9454731,23.0,-21.57,23.69,3.206398303357088
A015_3,A015,3,IRE,1.5540669,23.0,-21.57,70.59,4.270955399408094
A015_4,A015,4,IRE,0.14790718,23.0,-21.57,146.54,4.9940993254561565
A016_1,A016,1,IRE,1.9085045,21.0,-23.57,1.0,0.6931471805599453
A016_2,A016,2,IRE,1.2414935,21.0,-23.57,32.85,3.521938999358284
A016_3,A016,3,IRE,0.17359161,21.0,-23.57,80.64,4.402319337941644
A016_4,A016,4,IRE,-1.2219204,21.0,-23.57,150.8,5.02256386496153
A017_1,A017,1,IRE,0.07371173,24.0,-20.57,1.0,0.6931471805599453
A017_2,A017,2,IRE,1.094934,24.0,-20.57,20.61,3.0731561705187946
A017_3,A017,3,IRE,0.34243777,24.0,-20.57,61.28,4.131640346965797
A017_4,A017,4,IRE,0.8778206,24.0,-20.57,140.49,4.952229043207861
A018_1,A018,1,IRE,0.89794534,23.0,-21.57,1.0,0.6931471805599453
A018_2,A018,2,IRE,0.11510111,23.0,-21.57,34.03,3.5562048372093953
A018_3,A018,3,IRE,-0.5672663,23.0,-21.57,83.64,4.438406968109989
A018_4,A018,4,IRE,0.25552902,23.0,-21.57,150.87,5.023024891742178
A019_1,A019,1,IRE,-0.6919953,20.0,-24.57,1.0,0.6931471805599453
A019_2,A019,2,IRE,-0.8384044,20.0,-24.57,28.69,3.3908102887756684
A019_3,A019,3,IRE,-0.5890452,20.0,-24.57,83.68,4.4388794462666645
A019_4,A019,4,IRE,-1.1340683,20.0,-24.57,154.76,5.048316361063944
A020_1,A020,1,IRE,0.06332161,26.0,-18.57,1.0,0.6931471805599453
A020_2,A020,2,IRE,0.047483053,26.0,-18.57,26.85,3.326832966373293
A020_3,A020,3,IRE,-0.51456475,26.0,-18.57,78.25,4.37260741275739
A020_4,A020,4,IRE,-2.305471,26.0,-18.57,145.78,4.9889348671169165
A021_1,A021,1,IRE,1.3263483,28.0,-16.57,1.0,0.6931471805599453
A021_2,A021,2,IRE,0.07185613,28.0,-16.57,30.21,3.440738556282688
A021_3,A021,3,IRE,0.14021443,28.0,-16.57,74.19,4.320018243389936
A021_4,A021,4,IRE,0.6826978,28.0,-16.57,140.39,4.951522029603749
A022_1,A022,1,IRE,0.10991881,28.0,-16.57,1.0,0.6931471805599453
A022_2,A022,2,IRE,0.7072509,28.0,-16.57,24.15,3.224857896545748
A022_3,A022,3,IRE,0.32368746,28.0,-16.57,74.46,4.323602714536165
A022_4,A022,4,IRE,0.8941155,28.0,-16.57,141.71,4.9608145991123
A023_1,A023,1,IRE,0.36951885,26.0,-18.57,1.0,0.6931471805599453
A023_2,A023,2,IRE,0.015596133,26.0,-18.57,25.63,3.282038399825841
A023_3,A023,3,IRE,0.22199889,26.0,-18.57,72.2,4.293195420967266
A023_4,A023,4,IRE,-0.12707277,26.0,-18.57,145.07,4.984085958862719
A024_1,A024,1,IRE,0.42522484,29.0,-15.57,1.0,0.6931471805599453
A024_2,A024,2,IRE,0.46180817,29.0,-15.57,29.57,3.420019135902743
A024_3,A024,3,IRE,0.054807294,29.0,-15.57,91.47,4.526884267589547
A024_4,A024,4,IRE,-1.3448688,29.0,-15.57,145.65,4.9880487954234605
A025_1,A025,1,IRE,1.0340793,26.0,-18.57,1.0,0.6931471805599453
A025_2,A025,2,IRE,1.6322045,26.0,-18.57,23.33,3.1917101567954314
A025_3,A025,3,IRE,-0.47655585,26.0,-18.57,72.94,4.303253953508486
A025_4,A025,4,IRE,-0.8461859,26.0,-18.57,137.74,4.932601677957155
A026_1,A026,1,IRE,0.6719598,29.0,-15.57,1.0,0.6931471805599453
A026_2,A026,2,IRE,-0.07465413,29.0,-15.57,26.48,3.3134584673541485
A026_3,A026,3,IRE,1.1318396,29.0,-15.57,75.46,4.336767728268267
A026_4,A026,4,IRE,-0.4234665,29.0,-15.57,147.65,5.001594549444107
A027_1,A027,1,IRE,0.76357627,28.0,-16.57,1.0,0.6931471805599453
A027_2,A027,2,IRE,0.4312134,28.0,-16.57,28.26,3.3762213955919784
A027_3,A027,3,IRE,-0.69983053,28.0,-16.57,74.58,4.325191697921343
A027_4,A027,4,IRE,0.053597745,28.0,-16.57,145.92,4.989888220951467
A028_1,A028,1,IRE,1.4671905,26.0,-18.57,1.0,0.6931471805599453
A028_2,A028,2,IRE,-0.12530611,26.0,-18.57,22.82,3.170525563927154
A028_3,A028,3,IRE,0.2184041,26.0,-18.57,72.26,4.294014757350668
A028_4,A028,4,IRE,-1.2986233,26.0,-18.57,138.91,4.940999358745194
A029_1,A029,1,IRE,2.4757762,25.0,-19.57,1.0,0.6931471805599453
A029_2,A029,2,IRE,0.54682654,25.0,-19.57,28.43,3.382014562245381
A029_3,A029,3,IRE,1.07133,25.0,-19.57,93.26,4.546056921495585
A029_4,A029,4,IRE,0.55508226,25.0,-19.57,143.14,4.970785049496295
A030_1,A030,1,IRE,0.35405353,31.0,-13.57,1.0,0.6931471805599453
A030_2,A030,2,IRE,1.2919836,31.0,-13.57,32.95,3.5248888540047054
A030_3,A030,3,IRE,0.38871464,31.0,-13.57,71.93,4.289500076996142
A030_4,A030,4,IRE,0.83179647,31.0,-13.57,150.46,5.020321563685677
A031_1,A031,1,IRE,2.286436,32.0,-12.57,1.0,0.6931471805599453
A031_2,A031,2,IRE,0.06316654,32.0,-12.57,32.41,3.508855256368665
A031_3,A031,3,IRE,-0.24461146,32.0,-12.57,71.56,4.2844138058068815
A031_4,A031,4,IRE,-1.095342,32.0,-12.57,143.85,4.975698724215359
A032_1,A032,1,IRE,0.754212,33.0,-11.57,1.0,0.6931471805599453
A032_2,A032,2,IRE,-0.7069247,33.0,-11.57,57.18,4.063541653067055
A032_3,A032,3,IRE,0.38795704,33.0,-11.57,80.16,4.396422514957614
A032_4,A032,4,IRE,1.5438918,33.0,-11.57,144.51,4.980244812772187
A033_1,A033,1,IRE,-0.12778349,32.0,-12.57,1.0,0.6931471805599453
A033_2,A033,2,IRE,-0.08431574,32.0,-12.57,29.16,3.4065165431397553
A033_3,A033,3,IRE,0.8991813,32.0,-12.57,72.6,4.298645025734831
A033_4,A033,4,IRE,0.04133816,32.0,-12.57,168.33,5.131849473677249
A034_1,A034,1,IRE,2.1105924,33.0,-11.57,1.0,0.6931471805599453
A034_2,A034,2,IRE,1.4497505,33.0,-11.57,26.08,3.298795448044074
A034_3,A034,3,IRE,0.41954288,33.0,-11.57,74.28,4.3212144952771245
A034_4,A034,4,IRE,0.035610847,33.0,-11.57,145.38,4.986205980173081
A035_1,A035,1,IRE,-0.45223022,34.0,-10.57,1.0,0.6931471805599453
