composite_ID,UID,test,paradigm,theta,Age,Age_c,TSVR_hours,log_TSVR
A035_2,A035,2,IRE,0.5595692,34.0,-10.57,44.76,3.8234103470715426
A035_3,A035,3,IRE,-0.37577602,34.0,-10.57,79.98,4.394202210604015
A035_4,A035,4,IRE,-1.0302126,34.0,-10.57,152.47,5.033505108187003
A036_1,A036,1,IRE,1.0361929,30.0,-14.57,1.0,0.6931471805599453
A036_2,A036,2,IRE,-0.27806544,30.0,-14.57,21.63,3.119276459645446
A036_3,A036,3,IRE,-0.60023236,30.0,-14.57,71.47,4.28317268312119
A036_4,A036,4,IRE,-1.1132983,30.0,-14.57,143.85,4.975698724215359
A037_1,A037,1,IRE,0.93678945,31.0,-13.57,1.0,0.6931471805599453
A037_2,A037,2,IRE,1.5641938,31.0,-13.57,23.7,3.2068032436339315
A037_3,A037,3,IRE,0.19912125,31.0,-13.57,72.08,4.291554731509806
A037_4,A037,4,IRE,-0.20357801,31.0,-13.57,143.66,4.974386161421135
A038_1,A038,1,IRE,1.4483027,32.0,-12.57,1.0,0.6931471805599453
A038_2,A038,2,IRE,-0.49120235,32.0,-12.57,71.85,4.288402532641213
A038_3,A038,3,IRE,1.2652723,32.0,-12.57,72.86,4.3021714094244174
A038_4,A038,4,IRE,-0.041008864,32.0,-12.57,152.89,5.0362380614757605
A039_1,A039,1,IRE,2.6988935,31.0,-13.57,1.0,0.6931471805599453
A039_2,A039,2,IRE,0.9120198,31.0,-13.57,28.65,3.3894621254437345
A039_3,A039,3,IRE,0.82550347,31.0,-13.57,98.84,4.603568904621118
A039_4,A039,4,IRE,0.63423765,31.0,-13.57,246.24,5.510359524791073
A040_1,A040,1,IRE,-0.74248385,38.0,-6.57,1.0,0.6931471805599453
A040_2,A040,2,IRE,0.09302302,38.0,-6.57,26.26,3.3054204262683866
A040_3,A040,3,IRE,-1.6655847,38.0,-6.57,71.28,4.280547465724028
A040_4,A040,4,IRE,-1.5992237,38.0,-6.57,143.53,4.97348709846075
A041_1,A041,1,IRE,0.81122,35.0,-9.57,1.0,0.6931471805599453
A041_2,A041,2,IRE,-1.162225,35.0,-9.57,31.78,3.4898185733156835
A041_3,A041,3,IRE,0.15353484,35.0,-9.57,75.74,4.340423084818807
A041_4,A041,4,IRE,0.5963426,35.0,-9.57,141.84,4.961725122726247
A042_1,A042,1,IRE,-0.7229102,38.0,-6.57,1.0,0.6931471805599453
A042_2,A042,2,IRE,-1.140325,38.0,-6.57,28.93,3.3988613218646075
A042_3,A042,3,IRE,-0.48732755,38.0,-6.57,72.17,4.292785500895938
A042_4,A042,4,IRE,-1.4546955,38.0,-6.57,146.02,4.9905686319459415
A043_1,A043,1,IRE,1.0126323,38.0,-6.57,1.0,0.6931471805599453
A043_2,A043,2,IRE,0.3983507,38.0,-6.57,25.62,3.2816628129669656
A043_3,A043,3,IRE,0.5010917,38.0,-6.57,64.94,4.188745237643585
A043_4,A043,4,IRE,-0.5570522,38.0,-6.57,149.33,5.012832877639743
A044_1,A044,1,IRE,-0.4703743,38.0,-6.57,1.0,0.6931471805599453
A044_2,A044,2,IRE,-0.654232,38.0,-6.57,47.66,3.8848573373553763
A044_3,A044,3,IRE,-1.5527358,38.0,-6.57,91.63,4.5286130632659365
A044_4,A044,4,IRE,-1.2528853,38.0,-6.57,155.27,5.0515852804252095
A045_1,A045,1,IRE,-0.6049191,37.0,-7.57,1.0,0.6931471805599453
A045_2,A045,2,IRE,-0.8930858,37.0,-7.57,24.66,3.2449333591874905
A045_3,A045,3,IRE,-0.5937915,37.0,-7.57,72.23,4.2936051730729785
A045_4,A045,4,IRE,-1.290313,37.0,-7.57,151.52,5.027295734989363
A046_1,A046,1,IRE,-0.5982873,38.0,-6.57,1.0,0.6931471805599453
A046_2,A046,2,IRE,-1.413458,38.0,-6.57,24.32,3.2315945972759756
A046_3,A046,3,IRE,-2.0996013,38.0,-6.57,73.05,4.304740540713808
A046_4,A046,4,IRE,-1.4497496,38.0,-6.57,147.94,5.003543540282499
A047_1,A047,1,IRE,-0.30463582,36.0,-8.57,1.0,0.6931471805599453
A047_2,A047,2,IRE,-0.47663674,36.0,-8.57,23.46,3.1970391302590264
A047_3,A047,3,IRE,-1.5128936,36.0,-8.57,76.85,4.354783898280007
A047_4,A047,4,IRE,-1.0254031,36.0,-8.57,144.22,4.978249833952101
A048_1,A048,1,IRE,1.2373691,38.0,-6.57,1.0,0.6931471805599453
A048_2,A048,2,IRE,-0.08034208,38.0,-6.57,23.91,3.215269329274089
A048_3,A048,3,IRE,-0.14090295,38.0,-6.57,81.15,4.408546844483277
A048_4,A048,4,IRE,0.27244678,38.0,-6.57,146.3,4.9924713234685845
A049_1,A049,1,IRE,1.8781378,35.0,-9.57,1.0,0.6931471805599453
A049_2,A049,2,IRE,-0.9171489,35.0,-9.57,27.12,3.336481066942464
A049_3,A049,3,IRE,0.6688247,35.0,-9.57,111.38,4.721885985684052
A049_4,A049,4,IRE,0.3420703,35.0,-9.57,168.86,5.134974568351863
A050_1,A050,1,IRE,-0.004933702,41.0,-3.5700000000000003,1.0,0.6931471805599453
A050_2,A050,2,IRE,-0.6379478,41.0,-3.5700000000000003,24.73,3.2476576262936527
A050_3,A050,3,IRE,-1.342118,41.0,-3.5700000000000003,93.39,4.547435135336853
A050_4,A050,4,IRE,-0.67183626,41.0,-3.5700000000000003,148.69,5.008566488927144
A051_1,A051,1,IRE,1.2244735,41.0,-3.5700000000000003,1.0,0.6931471805599453
A051_2,A051,2,IRE,-0.15659332,41.0,-3.5700000000000003,17.16,2.8992213731731473
A051_3,A051,3,IRE,-0.39899728,41.0,-3.5700000000000003,65.63,4.199154926574446
A051_4,A051,4,IRE,-0.19292271,41.0,-3.5700000000000003,146.99,4.997144703913756
A052_1,A052,1,IRE,0.9162573,43.0,-1.5700000000000003,1.0,0.6931471805599453
A052_2,A052,2,IRE,0.7441957,43.0,-1.5700000000000003,31.76,3.4892082589848687
A052_3,A052,3,IRE,0.32922077,43.0,-1.5700000000000003,80.98,4.406475315076191
A052_4,A052,4,IRE,-0.8879928,43.0,-1.5700000000000003,153.27,5.038704314023848
A053_1,A053,1,IRE,1.3877759,44.0,-0.5700000000000003,1.0,0.6931471805599453
A053_2,A053,2,IRE,0.41908395,44.0,-0.5700000000000003,32.71,3.5177945292459696
A053_3,A053,3,IRE,-0.7869955,44.0,-0.5700000000000003,78.28,4.372985890021733
A053_4,A053,4,IRE,-0.4435216,44.0,-0.5700000000000003,148.9,5.009968405108552
A054_1,A054,1,IRE,0.48956367,43.0,-1.5700000000000003,1.0,0.6931471805599453
A054_2,A054,2,IRE,0.6934224,43.0,-1.5700000000000003,16.9,2.884800712846709
A054_3,A054,3,IRE,0.8463199,43.0,-1.5700000000000003,72.83,4.3017651530710745
A054_4,A054,4,IRE,1.2287457,43.0,-1.5700000000000003,136.83,4.926021041706347
A055_1,A055,1,IRE,-0.13158245,44.0,-0.5700000000000003,1.0,0.6931471805599453
A055_2,A055,2,IRE,0.76897997,44.0,-0.5700000000000003,23.24,3.1880041612011136
A055_3,A055,3,IRE,-0.907813,44.0,-0.5700000000000003,74.48,4.32386772050035
A055_4,A055,4,IRE,-1.0814104,44.0,-0.5700000000000003,149.21,5.012034315009963
A056_1,A056,1,IRE,0.72850454,42.0,-2.5700000000000003,1.0,0.6931471805599453
A056_2,A056,2,IRE,0.22693743,42.0,-2.5700000000000003,33.61,3.544142657647253
A056_3,A056,3,IRE,-0.091664016,42.0,-2.5700000000000003,71.46,4.283034685466931
A056_4,A056,4,IRE,-1.3377627,42.0,-2.5700000000000003,147.84,5.002871903478422
A057_1,A057,1,IRE,0.27071217,40.0,-4.57,1.0,0.6931471805599453
A057_2,A057,2,IRE,-0.8539148,40.0,-4.57,24.78,3.2495989975110415
A057_3,A057,3,IRE,-0.71713674,40.0,-4.57,73.83,4.315218874092267
A057_4,A057,4,IRE,-1.8448895,40.0,-4.57,145.06,4.984017496191964
A058_1,A058,1,IRE,1.2466015,42.0,-2.5700000000000003,1.0,0.6931471805599453
A058_2,A058,2,IRE,-1.077494,42.0,-2.5700000000000003,22.96,3.1763857732472487
A058_3,A058,3,IRE,-0.117913626,42.0,-2.5700000000000003,66.28,4.208863015664693
A058_4,A058,4,IRE,-0.69132006,42.0,-2.5700000000000003,143.48,4.973141089668675
A059_1,A059,1,IRE,1.7848992,43.0,-1.5700000000000003,1.0,0.6931471805599453
A059_2,A059,2,IRE,0.89374894,43.0,-1.5700000000000003,30.4,3.4468078929142076
A059_3,A059,3,IRE,1.4927459,43.0,-1.5700000000000003,79.78,4.391729410135267
A059_4,A059,4,IRE,0.68180627,43.0,-1.5700000000000003,151.93,5.029980300360032
A060_1,A060,1,IRE,-0.38018447,48.0,3.4299999999999997,1.0,0.6931471805599453
A060_2,A060,2,IRE,1.1239609,48.0,3.4299999999999997,24.87,3.2530839961979376
A060_3,A060,3,IRE,-0.09334896,48.0,3.4299999999999997,94.68,4.561009290202322
A060_4,A060,4,IRE,0.46231183,48.0,3.4299999999999997,143.91,4.976112860057833
A061_1,A061,1,IRE,2.7986915,47.0,2.4299999999999997,1.0,0.6931471805599453
A061_2,A061,2,IRE,1.2234498,47.0,2.4299999999999997,35.16,3.5879535355239756
A061_3,A061,3,IRE,0.5204708,47.0,2.4299999999999997,82.55,4.425445255041403
A061_4,A061,4,IRE,-0.6823952,47.0,2.4299999999999997,146.56,4.994234872728475
A062_1,A062,1,IRE,1.4583671,48.0,3.4299999999999997,1.0,0.6931471805599453
A062_2,A062,2,IRE,0.24000895,48.0,3.4299999999999997,44.69,3.8218794555751803
A062_3,A062,3,IRE,-0.984396,48.0,3.4299999999999997,92.72,4.540311613639595
A062_4,A062,4,IRE,-1.181499,48.0,3.4299999999999997,149.18,5.011834574671738
A063_1,A063,1,IRE,0.9245191,45.0,0.4299999999999997,1.0,0.6931471805599453
A063_2,A063,2,IRE,1.0350604,45.0,0.4299999999999997,21.98,3.1346242724206097
A063_3,A063,3,IRE,0.028180914,45.0,0.4299999999999997,69.99,4.262539022051294
A063_4,A063,4,IRE,-0.9576166,45.0,0.4299999999999997,141.09,4.956460659649984
A064_1,A064,1,IRE,1.2904102,47.0,2.4299999999999997,1.0,0.6931471805599453
A064_2,A064,2,IRE,1.1106834,47.0,2.4299999999999997,37.65,3.654546775033431
A064_3,A064,3,IRE,0.2845312,47.0,2.4299999999999997,82.99,4.430697744137536
A064_4,A064,4,IRE,-0.7148069,47.0,2.4299999999999997,156.21,5.057582491203423
A065_1,A065,1,IRE,-1.9897554,47.0,2.4299999999999997,1.0,0.6931471805599453
A065_2,A065,2,IRE,-0.46454605,47.0,2.4299999999999997,32.31,3.5058576522055884
A065_3,A065,3,IRE,-2.072122,47.0,2.4299999999999997,106.41,4.676653287609955
A065_4,A065,4,IRE,-2.4058857,47.0,2.4299999999999997,187.43,5.238726585134399
A066_1,A066,1,IRE,0.04724063,47.0,2.4299999999999997,1.0,0.6931471805599453
A066_2,A066,2,IRE,0.049044065,47.0,2.4299999999999997,23.35,3.192531849528599
A066_3,A066,3,IRE,-0.8186272,47.0,2.4299999999999997,73.79,4.314684186203576
A066_4,A066,4,IRE,-1.2446865,47.0,2.4299999999999997,164.93,5.111566012674697
A067_1,A067,1,IRE,0.4298758,48.0,3.4299999999999997,1.0,0.6931471805599453
A067_2,A067,2,IRE,-1.1691964,48.0,3.4299999999999997,29.91,3.431079756144025
A067_3,A067,3,IRE,-1.4345893,48.0,3.4299999999999997,73.19,4.306629370201435
A067_4,A067,4,IRE,-1.3285642,48.0,3.4299999999999997,144.19,4.978043229495596
A068_1,A068,1,IRE,1.041759,49.0,4.43,1.0,0.6931471805599453
A068_2,A068,2,IRE,-0.0033514237,49.0,4.43,30.49,3.4496700351129332
A068_3,A068,3,IRE,0.8072276,49.0,4.43,82.98,4.430578675256047
A068_4,A068,4,IRE,-0.29118964,49.0,4.43,155.59,5.053630924557352
A069_1,A069,1,IRE,-0.8091589,46.0,1.4299999999999997,1.0,0.6931471805599453
A069_2,A069,2,IRE,-0.9965671,46.0,1.4299999999999997,24.96,3.2565568918358894
A069_3,A069,3,IRE,-0.24949603,46.0,1.4299999999999997,79.75,4.391357962102766
A069_4,A069,4,IRE,-1.8297737,46.0,1.4299999999999997,140.22,4.950318958088201
A070_1,A070,1,IRE,-0.038579978,52.0,7.43,1.0,0.6931471805599453
A070_2,A070,2,IRE,0.18958522,52.0,7.43,24.25,3.228826155721369
A070_3,A070,3,IRE,-0.277578,52.0,7.43,81.92,4.417876287567579
A070_4,A070,4,IRE,-0.78672224,52.0,7.43,149.2,5.011967739330034
A071_1,A071,1,IRE,0.70816094,50.0,5.43,1.0,0.6931471805599453
A071_2,A071,2,IRE,0.56730664,50.0,5.43,30.92,3.463232772581608
A071_3,A071,3,IRE,-0.84938395,50.0,5.43,79.96,4.3939552055391555
A071_4,A071,4,IRE,0.033938855,50.0,5.43,153.27,5.038704314023848
A072_1,A072,1,IRE,1.0733924,50.0,5.43,1.0,0.6931471805599453
A072_2,A072,2,IRE,1.4070365,50.0,5.43,33.76,3.548467300397191
A072_3,A072,3,IRE,-0.5334246,50.0,5.43,83.54,4.437224795138644
A072_4,A072,4,IRE,-0.2938692,50.0,5.43,154.89,5.04915063032459
A073_1,A073,1,IRE,0.68885374,51.0,6.43,1.0,0.6931471805599453
A073_2,A073,2,IRE,0.119342916,51.0,6.43,66.66,4.214495163352562
A073_3,A073,3,IRE,1.1573863,51.0,6.43,66.9,4.21803603456465
A073_4,A073,4,IRE,1.3339784,51.0,6.43,140.12,4.949610592258481
A074_1,A074,1,IRE,1.4998207,53.0,8.43,1.0,0.6931471805599453
A074_2,A074,2,IRE,-0.037707042,53.0,8.43,29.33,3.41213732170049
A074_3,A074,3,IRE,-0.59307206,53.0,8.43,73.02,4.30433532695801
A074_4,A074,4,IRE,-1.2337722,53.0,8.43,147.21,4.998630186968824
A075_1,A075,1,IRE,0.8625738,53.0,8.43,1.0,0.6931471805599453
A075_2,A075,2,IRE,0.39767498,53.0,8.43,28.68,3.39047341829918
A075_3,A075,3,IRE,-1.2247729,53.0,8.43,71.37,4.281791848878036
A075_4,A075,4,IRE,-1.2319921,53.0,8.43,244.53,5.5034191393614815
A076_1,A076,1,IRE,-0.22091237,54.0,9.43,1.0,0.6931471805599453
A076_2,A076,2,IRE,-1.0255073,54.0,9.43,27.3,3.342861804649192
A076_3,A076,3,IRE,-1.5301954,54.0,9.43,74.88,4.3291531450668135
A076_4,A076,4,IRE,-1.7831339,54.0,9.43,149.28,5.0125002207057685
A077_1,A077,1,IRE,0.89236367,52.0,7.43,1.0,0.6931471805599453
A077_2,A077,2,IRE,-0.42042914,52.0,7.43,53.88,4.00514898341763
A077_3,A077,3,IRE,-0.1648312,52.0,7.43,78.36,4.373994462976618
A077_4,A077,4,IRE,0.0786916,52.0,7.43,149.75,5.015622835607295
A078_1,A078,1,IRE,-0.6276853,50.0,5.43,1.0,0.6931471805599453
A078_2,A078,2,IRE,0.09190124,50.0,5.43,26.17,3.3021134234382563
A078_3,A078,3,IRE,-0.71987665,50.0,5.43,72.3,4.294560608892605
A078_4,A078,4,IRE,-1.2768241,50.0,5.43,140.08,4.949327105367852
A079_1,A079,1,IRE,0.525917,50.0,5.43,1.0,0.6931471805599453
A079_2,A079,2,IRE,-0.23780693,50.0,5.43,26.11,3.299902663510574
A079_3,A079,3,IRE,-0.90638155,50.0,5.43,74.0,4.31748811353631
A079_4,A079,4,IRE,-0.8079388,50.0,5.43,194.42,5.275151088516197
A080_1,A080,1,IRE,0.19847187,56.0,11.43,1.0,0.6931471805599453
A080_2,A080,2,IRE,0.5421969,56.0,11.43,29.03,3.402196881995239
A080_3,A080,3,IRE,0.51873004,56.0,11.43,72.87,4.302306791540646
A080_4,A080,4,IRE,-0.7286859,56.0,11.43,145.77,4.988866735623107
A081_1,A081,1,IRE,0.09954796,55.0,10.43,1.0,0.6931471805599453
A081_2,A081,2,IRE,-0.37963817,55.0,10.43,31.39,3.477849733183238
A081_3,A081,3,IRE,0.9053249,55.0,10.43,80.13,4.396052806406973
A081_4,A081,4,IRE,0.20900704,55.0,10.43,154.53,5.046838639056468
A082_1,A082,1,IRE,0.15080759,58.0,13.43,1.0,0.6931471805599453
A082_2,A082,2,IRE,1.0830928,58.0,13.43,27.97,3.366260811781259
A082_3,A082,3,IRE,0.8160206,58.0,13.43,75.71,4.3400320779712045
A082_4,A082,4,IRE,-0.4891232,58.0,13.43,170.25,5.143124477142335
A083_1,A083,1,IRE,1.978909,58.0,13.43,1.0,0.6931471805599453
A083_2,A083,2,IRE,0.57815444,58.0,13.43,25.15,3.263849190510932
A083_3,A083,3,IRE,0.22213173,58.0,13.43,74.3,4.321480134805848
A083_4,A083,4,IRE,0.27717957,58.0,13.43,144.91,4.982989993275931
A084_1,A084,1,IRE,1.0537276,59.0,14.43,1.0,0.6931471805599453
A084_2,A084,2,IRE,-0.011237693,59.0,14.43,27.25,3.34109345759245
A084_3,A084,3,IRE,-0.19179052,59.0,14.43,91.97,4.532276860467767
A084_4,A084,4,IRE,-0.18041168,59.0,14.43,162.51,5.096874150546495
A085_1,A085,1,IRE,-0.22509605,58.0,13.43,1.0,0.6931471805599453
A085_2,A085,2,IRE,1.0013424,58.0,13.43,24.51,3.23907053215372
A085_3,A085,3,IRE,-0.067706935,58.0,13.43,71.4,4.282206299391671
A085_4,A085,4,IRE,-1.0312817,58.0,13.43,170.65,5.145457519903701
A086_1,A086,1,IRE,0.6659961,58.0,13.43,1.0,0.6931471805599453
A086_2,A086,2,IRE,0.22458939,58.0,13.43,23.47,3.19744787745458
A086_3,A086,3,IRE,-1.3325757,58.0,13.43,145.29,4.985590952989995
A086_4,A086,4,IRE,-0.5272459,58.0,13.43,169.55,5.139028508864655
A087_1,A087,1,IRE,0.7895145,59.0,14.43,1.0,0.6931471805599453
A087_2,A087,2,IRE,1.4542019,59.0,14.43,31.07,3.4679210137050633
A087_3,A087,3,IRE,0.04354732,59.0,14.43,72.8,4.301358731606427
A087_4,A087,4,IRE,0.38482845,59.0,14.43,144.2,4.978112102390695
A088_1,A088,1,IRE,1.9759402,56.0,11.43,1.0,0.6931471805599453
A088_2,A088,2,IRE,2.3444242,56.0,11.43,24.25,3.228826155721369
A088_3,A088,3,IRE,1.1121235,56.0,11.43,74.91,4.3295484280286765
A088_4,A088,4,IRE,1.9438039,56.0,11.43,149.93,5.016816153171337
A089_1,A089,1,IRE,1.5588329,56.0,11.43,1.0,0.6931471805599453
A089_2,A089,2,IRE,0.9890919,56.0,11.43,32.14,3.500741011998417
A089_3,A089,3,IRE,0.07187775,56.0,11.43,79.34,4.386267628931136
A089_4,A089,4,IRE,0.042044263,56.0,11.43,146.96,4.996941966964253
A090_1,A090,1,IRE,0.050371252,61.0,16.43,1.0,0.6931471805599453
A090_2,A090,2,IRE,-0.27120855,61.0,16.43,23.54,3.2003044392827653
A090_3,A090,3,IRE,-1.3461871,61.0,16.43,95.42,4.568713648977476
A090_4,A090,4,IRE,-0.7518836,61.0,16.43,144.07,4.977216384550811
A091_1,A091,1,IRE,0.97061104,63.0,18.43,1.0,0.6931471805599453
A091_2,A091,2,IRE,0.039785095,63.0,18.43,22.2,3.1441522786722644
A091_3,A091,3,IRE,-0.97475123,63.0,18.43,73.64,4.312676556539088
A091_4,A091,4,IRE,-0.9651673,63.0,18.43,142.61,4.9671012920725275
A092_1,A092,1,IRE,0.05058304,60.0,15.43,1.0,0.6931471805599453
A092_2,A092,2,IRE,-1.2336305,60.0,15.43,22.83,3.170945291110651
A092_3,A092,3,IRE,-1.2415818,60.0,15.43,71.31,4.28096243218686
A092_4,A092,4,IRE,-0.89444345,60.0,15.43,146.16,4.991520430236574
A093_1,A093,1,IRE,0.5990654,64.0,19.43,1.0,0.6931471805599453
A093_2,A093,2,IRE,1.2117604,64.0,19.43,22.09,3.139399623366404
A093_3,A093,3,IRE,0.17340481,64.0,19.43,70.22,4.265773677849632
A093_4,A093,4,IRE,0.5586453,64.0,19.43,140.95,4.95547488291898
A094_1,A094,1,IRE,-0.9617219,60.0,15.43,1.0,0.6931471805599453
A094_2,A094,2,IRE,0.0140557075,60.0,15.43,22.98,3.177220149599368
A094_3,A094,3,IRE,-1.5349207,60.0,15.43,76.21,4.3465289823207245
A094_4,A094,4,IRE,-1.2094593,60.0,15.43,149.99,5.017213609456379
A095_1,A095,1,IRE,1.9830589,61.0,16.43,1.0,0.6931471805599453
A095_2,A095,2,IRE,0.3200694,61.0,16.43,29.71,3.424588334452731
A095_3,A095,3,IRE,-0.17800218,61.0,16.43,78.76,4.379022125653583
A095_4,A095,4,IRE,-0.41172364,61.0,16.43,148.79,5.009234313180627
A096_1,A096,1,IRE,-0.6706398,60.0,15.43,1.0,0.6931471805599453
A096_2,A096,2,IRE,-0.55896944,60.0,15.43,24.49,3.238286218388024
A096_3,A096,3,IRE,-1.9151922,60.0,15.43,71.19,4.279301532151069
A096_4,A096,4,IRE,-1.9204532,60.0,15.43,143.66,4.974386161421135
A097_1,A097,1,IRE,0.14730547,64.0,19.43,1.0,0.6931471805599453
A097_2,A097,2,IRE,-0.47214893,64.0,19.43,24.37,3.2335673736111907
A097_3,A097,3,IRE,0.31698403,64.0,19.43,70.83,4.27430221608671
A097_4,A097,4,IRE,-0.5914035,64.0,19.43,144.85,4.98257869631373
A098_1,A098,1,IRE,0.6124665,60.0,15.43,1.0,0.6931471805599453
A098_2,A098,2,IRE,-0.096271254,60.0,15.43,25.77,3.2872818575322613
A098_3,A098,3,IRE,1.3472352,60.0,15.43,78.84,4.380024632003209
A098_4,A098,4,IRE,-0.9018639,60.0,15.43,146.29,4.992403432501452
A099_1,A099,1,IRE,0.5525987,63.0,18.43,1.0,0.6931471805599453
A099_2,A099,2,IRE,0.97143245,63.0,18.43,28.75,3.392829131991639
A099_3,A099,3,IRE,0.9325728,63.0,18.43,78.57,4.3766371373894435
A099_4,A099,4,IRE,1.1421402,63.0,18.43,143.51,4.973348709310239
A100_1,A100,1,IRE,0.41694874,66.0,21.43,1.0,0.6931471805599453
A100_2,A100,2,IRE,1.5501331,66.0,21.43,31.14,3.4701013603093664
A100_3,A100,3,IRE,0.26074573,66.0,21.43,75.34,4.3351970473170836
A100_4,A100,4,IRE,0.18579558,66.0,21.43,146.8,4.995860008514102
A101_1,A101,1,IRE,-0.24693763,69.0,24.43,1.0,0.6931471805599453
A101_2,A101,2,IRE,-0.8620508,69.0,24.43,29.12,3.405189402931693
A101_3,A101,3,IRE,-1.2491857,69.0,24.43,75.21,4.333492687678026
A101_4,A101,4,IRE,-1.011913,69.0,24.43,150.22,5.018735730130124
A102_1,A102,1,IRE,-0.38333195,68.0,23.43,1.0,0.6931471805599453
A102_2,A102,2,IRE,1.0901707,68.0,23.43,29.13,3.40552135314221
A102_3,A102,3,IRE,-0.3659669,68.0,23.43,75.27,4.3342796761761475
A102_4,A102,4,IRE,0.1741312,68.0,23.43,150.41,5.019991389020281
A103_1,A103,1,IRE,1.6768701,68.0,23.43,1.0,0.6931471805599453
A103_2,A103,2,IRE,-0.57117534,68.0,23.43,27.26,3.3414473772563813
A103_3,A103,3,IRE,-1.2689043,68.0,23.43,80.24,4.397407736712184
A103_4,A103,4,IRE,-0.71614736,68.0,23.43,149.72,5.015423810828053
A104_1,A104,1,IRE,1.6540266,66.0,21.43,1.0,0.6931471805599453
A104_2,A104,2,IRE,1.0291764,66.0,21.43,22.6,3.1612467120315646
A104_3,A104,3,IRE,-0.4121698,66.0,21.43,72.62,4.298916727950875
A104_4,A104,4,IRE,-1.7346635,66.0,21.43,145.78,4.9889348671169165
A105_1,A105,1,IRE,0.6195348,68.0,23.43,1.0,0.6931471805599453
A105_2,A105,2,IRE,0.6627499,68.0,23.43,22.77,3.1684242813721024
A105_3,A105,3,IRE,-0.66510576,68.0,23.43,69.46,4.255045172913092
A105_4,A105,4,IRE,-0.010698175,68.0,23.43,146.2,4.991792206294776
A106_1,A106,1,IRE,1.0056148,66.0,21.43,1.0,0.6931471805599453
A106_2,A106,2,IRE,-0.080483235,66.0,21.43,22.64,3.1629401925378975
A106_3,A106,3,IRE,0.26081502,66.0,21.43,66.08,4.205885936955008
A106_4,A106,4,IRE,0.8969831,66.0,21.43,147.13,4.998090266593961
A107_1,A107,1,IRE,-1.0345303,70.0,25.43,1.0,0.6931471805599453
A107_2,A107,2,IRE,-1.5771314,70.0,25.43,26.22,3.30395199722332
A107_3,A107,3,IRE,-0.7658409,70.0,25.43,71.45,4.282896668766692
A107_4,A107,4,IRE,-1.1520263,70.0,25.43,145.95,4.990092392864926
A108_1,A108,1,IRE,-0.7558844,69.0,24.43,1.0,0.6931471805599453
A108_2,A108,2,IRE,-0.6152969,69.0,24.43,27.61,3.3537563070620187
A108_3,A108,3,IRE,0.07778465,69.0,24.43,68.96,4.247923650150401
A108_4,A108,4,IRE,-1.6173264,69.0,24.43,152.12,5.031221927704644
A109_1,A109,1,IRE,-0.15640523,68.0,23.43,1.0,0.6931471805599453
A109_2,A109,2,IRE,-1.224899,68.0,23.43,24.65,3.2445435716167785
A109_3,A109,3,IRE,-0.13068518,68.0,23.43,71.17,4.279024447084182
A109_4,A109,4,IRE,-1.6439301,68.0,23.43,149.87,5.016418538851983
