UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,calibration
A010,T1,A010_T1,1.0,2.8830530689398013,0.9753947743300766,-1.9076582946097247
A010,T2,A010_T2,21.9,0.5052076791127328,0.12372262010192785,-0.3814850590108049
A010,T3,A010_T3,80.88,-0.07378346707421485,-0.37058498798891804,-0.2968015209147032
A010,T4,A010_T4,145.31,0.7727444288214043,-0.3304529048367201,-1.1031973336581244
A011,T1,A011_T1,1.0,1.0482891983446903,1.9975819564396422,0.949292758094952
A011,T2,A011_T2,24.57,0.4176078205403924,0.7196435354269004,0.302035714886508
A011,T3,A011_T3,72.55,-0.6662658366531093,0.39484657662914197,1.0611124132822514
A011,T4,A011_T4,148.85,-0.521569730597497,-0.1339869014942709,0.3875828291032261
A012,T1,A012_T1,1.0,1.594072102094145,1.0765605081461684,-0.5175115939479766
A012,T2,A012_T2,25.6,-0.40295540148604175,0.18085893760247884,0.5838143390885207
A012,T3,A012_T3,166.33,0.9038484955309777,0.25922019466177976,-0.644628300869198
A012,T4,A012_T4,166.87,-0.6172554058077001,0.17722925960571442,0.7944846654134146
A013,T1,A013_T1,1.0,0.26670289451326906,0.11123150357689635,-0.15547139093637272
A013,T2,A013_T2,24.77,-0.6177281295600757,-0.6291320910655245,-0.011403961505448756
A013,T3,A013_T3,79.66,0.16233050059565665,-0.0642138924720574,-0.22654439306771407
A013,T4,A013_T4,147.13,-0.5369127916885822,-0.7191641861093069,-0.1822513944207247
A014,T1,A014_T1,1.0,1.0178701001989596,1.5575502161549304,0.5396801159559708
A014,T2,A014_T2,25.66,1.8315451042066309,1.2499350564339302,-0.5816100477727006
A014,T3,A014_T3,70.56,0.3864242817416044,1.0696592310889819,0.6832349493473775
A014,T4,A014_T4,148.87,-0.6480304900979368,0.5276071149908883,1.175637605088825
A015,T1,A015_T1,1.0,1.8903724899059138,1.406040907109268,-0.4843315827966457
A015,T2,A015_T2,23.69,2.0623836601818533,0.4709668049986334,-1.59141685518322
A015,T3,A015_T3,70.59,1.8428554106082895,0.260117068761548,-1.5827383418467416
A015,T4,A015_T4,146.54,0.7862634912726506,0.35940674167705244,-0.42685674959559816
A016,T1,A016_T1,1.0,1.462292609805827,0.6517828295400725,-0.8105097802657546
A016,T2,A016_T2,32.85,0.24592366387197875,0.1871439148508642,-0.05877974902111455
A016,T3,A016_T3,80.64,-0.07352735302528347,-0.07288707945909417,0.0006402735661893005
A016,T4,A016_T4,150.8,-1.1809670662895544,-0.44298762973024897,0.7379794365593054
A017,T1,A017_T1,1.0,-0.13431818266158782,1.217983102240005,1.3523012849015927
A017,T2,A017_T2,20.61,1.302041323434086,2.1955422347995492,0.8935009113654633
A017,T3,A017_T3,61.28,0.1911471367252667,2.022413442802936,1.8312663060776693
A017,T4,A017_T4,140.49,0.0358505779071373,1.1226215805085704,1.0867710026014332
A018,T1,A018_T1,1.0,0.3578203792455004,0.37388983768866474,0.01606945844316432
A018,T2,A018_T2,34.03,-0.11638117378794262,-0.6496642059629563,-0.5332830321750136
A018,T3,A018_T3,83.64,-0.7205481145647604,-1.0012933780396123,-0.28074526347485185
A018,T4,A018_T4,150.87,0.010009300562365287,-1.4905884971800591,-1.5005977977424245
A019,T1,A019_T1,1.0,-0.4751806204909757,-0.169447786841377,0.3057328336495987
A019,T2,A019_T2,28.69,-1.3136940188000008,-0.4515796555253672,0.8621143632746335
A019,T3,A019_T3,83.68,-1.268839234929762,-0.19002726512759605,1.0788119698021659
A019,T4,A019_T4,154.76,-1.7574229883717303,-0.5327217465336336,1.2247012418380967
A020,T1,A020_T1,1.0,-0.04554027531182843,0.4116943875527221,0.4572346628645505
A020,T2,A020_T2,26.85,-0.44423655268706064,-0.005487919644536399,0.43874863304252426
A020,T3,A020_T3,78.25,-0.978726469997549,-0.6804290956547949,0.29829737434275405
A020,T4,A020_T4,145.78,-2.4263735493817697,-1.1200900297969643,1.3062835195848055
A021,T1,A021_T1,1.0,1.440740432132249,1.2791272270739065,-0.16161320505834254
A021,T2,A021_T2,30.21,0.6805974603373044,0.8315240617198325,0.1509266013825281
A021,T3,A021_T3,74.19,0.39308110082150133,0.6869854132070615,0.2939043123855602
A021,T4,A021_T4,140.39,0.8093923681799229,0.5691699886439037,-0.24022237953601921
A022,T1,A022_T1,1.0,0.10159576857062584,-1.0690513066858962,-1.1706470752565221
A022,T2,A022_T2,24.15,0.4853615442474484,-1.6564639937575247,-2.141825538004973
A022,T3,A022_T3,74.46,-0.12554368829003995,-1.4631726808911458,-1.3376289926011058
A022,T4,A022_T4,141.71,-0.0005845956143972509,-2.295860045467069,-2.2952754498526717
A023,T1,A023_T1,1.0,0.9269864826326936,0.853286018673523,-0.07370046395917051
A023,T2,A023_T2,25.63,-0.5175887133379102,0.6910680787349744,1.2086567920728846
A023,T3,A023_T3,72.2,0.13159439946303883,0.6213572310039951,0.48976283154095623
A023,T4,A023_T4,145.07,-0.0016013159838502715,0.6902375780256351,0.6918388940094854
A024,T1,A024_T1,1.0,0.34672264757860755,0.5105417496489459,0.1638191020703384
A024,T2,A024_T2,29.57,0.10271868478178733,0.17199217586971383,0.06927349108792649
A024,T3,A024_T3,91.47,0.1554620178004383,0.34380292425091075,0.18834090645047244
A024,T4,A024_T4,145.65,-0.8223248763731659,-0.02214992143836175,0.8001749549348042
A025,T1,A025_T1,1.0,1.0519005323883575,0.7450316350422999,-0.3068688973460576
A025,T2,A025_T2,23.33,1.7720035216359715,0.3516115501005872,-1.4203919715353843
A025,T3,A025_T3,72.94,-0.16745532850604816,-0.4134905313912513,-0.24603520288520314
A025,T4,A025_T4,137.74,-1.2129578318755363,-2.1152230098890143,-0.902265178013478
A026,T1,A026_T1,1.0,1.1130604032896705,0.5355597703907286,-0.5775006328989419
A026,T2,A026_T2,26.48,0.05965048631332253,0.11275900064291935,0.053108514329596825
A026,T3,A026_T3,75.46,0.8152113883549932,0.443988218747478,-0.37122316960751517
A026,T4,A026_T4,147.65,-0.29007535714808247,0.5779902859730812,0.8680656431211637
A027,T1,A027_T1,1.0,1.0284185401071537,1.051040035485331,0.02262149537817737
A027,T2,A027_T2,28.26,0.34698648304699226,0.5435789001905708,0.1965924171435785
A027,T3,A027_T3,74.58,-0.7514633475439367,-0.3183543418153014,0.4331090057286353
A027,T4,A027_T4,145.92,-0.8953637416744017,-1.0300350459839362,-0.13467130430953456
A028,T1,A028_T1,1.0,1.6577348823930786,1.2361815929720432,-0.4215532894210354
A028,T2,A028_T2,22.82,-0.21244106612478836,0.5676351481819223,0.7800762143067106
A028,T3,A028_T3,72.26,-0.1109790721276567,-0.3887999735842298,-0.2778209014565731
A028,T4,A028_T4,138.91,-0.815653565728154,-0.2710669728326532,0.5445865928955007
A029,T1,A029_T1,1.0,1.796097973221766,1.5903179236605345,-0.20578004956123142
A029,T2,A029_T2,28.43,0.35379963730084013,1.109574679009932,0.7557750417090918
A029,T3,A029_T3,93.26,1.3518095741517069,0.5364194527657121,-0.8153901213859948
A029,T4,A029_T4,143.14,0.8073366845834855,0.8332757192302931,0.02593903464680758
A030,T1,A030_T1,1.0,0.3470643963959833,0.20707336623185205,-0.13999103016413125
A030,T2,A030_T2,32.95,1.2692036275623348,0.62079384000954,-0.6484097875527949
A030,T3,A030_T3,71.93,-0.14286431835683394,-0.15843928882907743,-0.015574970472243488
A030,T4,A030_T4,150.46,0.34511533385428333,-0.055955601296088994,-0.40107093515037234
A031,T1,A031_T1,1.0,2.383024051099418,2.0776080027766097,-0.3054160483228081
A031,T2,A031_T2,32.41,0.013198130270864373,0.37403966518831966,0.3608415349174553
A031,T3,A031_T3,71.56,-0.051586801406627456,-0.30914480409650585,-0.2575580026898784
A031,T4,A031_T4,143.85,-0.6150547641871168,-0.839490082398295,-0.22443531821117824
A032,T1,A032_T1,1.0,0.8480359485975465,0.277037212640365,-0.5709987359571815
A032,T2,A032_T2,57.18,-0.1362803808324854,-0.5315870655961132,-0.39530668476362785
A032,T3,A032_T3,80.16,0.6905854114222335,-0.26986660536980045,-0.960452016792034
A032,T4,A032_T4,144.51,1.638624660560344,0.27649142761448653,-1.3621332329458575
A033,T1,A033_T1,1.0,0.4528806713869024,0.7478771454208675,0.29499647403396506
A033,T2,A033_T2,29.16,0.5337746005753456,0.42829137150458835,-0.1054832290707573
A033,T3,A033_T3,72.6,1.016447320878364,0.3840415725026408,-0.6324057483757232
A033,T4,A033_T4,168.33,-0.4395340398072934,-0.6874381903302189,-0.24790415052292553
A034,T1,A034_T1,1.0,2.1501389852816977,1.9996539658109234,-0.1504850194707743
A034,T2,A034_T2,26.08,0.6896176439410955,1.776670585927711,1.0870529419866155
A034,T3,A034_T3,74.28,-0.11333985189870867,1.2447360937107859,1.3580759456094946
A034,T4,A034_T4,145.38,-0.1709805076527278,0.67550462473421,0.8464851323869378
A035,T1,A035_T1,1.0,-0.07518144230145055,0.8035031475837656,0.8786845898852161
A035,T2,A035_T2,44.76,0.7800844912980682,0.7032506413173133,-0.07683384998075493
A035,T3,A035_T3,79.98,-0.53215469602946,0.03256286933642845,0.5647175653658885
A035,T4,A035_T4,152.47,-1.0548746022893687,-0.36890269375224766,0.685971908537121
A036,T1,A036_T1,1.0,1.4006049408487524,-0.9125657610255903,-2.3131707018743426
A036,T2,A036_T2,21.63,-0.16801862454039165,-1.5310119222437077,-1.3629932977033161
A036,T3,A036_T3,71.47,-0.42752404928587184,-1.4361040345046892,-1.0085799852188173
A036,T4,A036_T4,143.85,-1.0765663566164214,-1.6769036848956465,-0.600337328279225
A037,T1,A037_T1,1.0,1.2435801463649347,0.9604580847298777,-0.28312206163505704
A037,T2,A037_T2,23.7,1.319950270790195,0.3740973517554692,-0.9458529190347257
A037,T3,A037_T3,72.08,0.3045347566059729,-0.6144819656239726,-0.9190167222299455
A037,T4,A037_T4,143.66,-0.18241294362617672,-0.9905426261547781,-0.8081296825286013
A038,T1,A038_T1,1.0,1.2709227000673329,1.2211253080373932,-0.04979739202993971
A038,T2,A038_T2,71.85,-0.18505262246619336,0.9704092448347156,1.155461867300909
A038,T3,A038_T3,72.86,1.0176032562477586,1.004269774910782,-0.013333481336976538
A038,T4,A038_T4,152.89,-0.025050603726326653,0.6383744753853526,0.6634250791116793
A039,T1,A039_T1,1.0,2.2971283709234847,2.1948948644460886,-0.10223350647739604
A039,T2,A039_T2,28.65,1.3734253113214028,1.7470058925051648,0.37358058118376203
A039,T3,A039_T3,98.84,0.5948059118025113,0.9045656496162349,0.30975973781372357
A039,T4,A039_T4,246.24,0.7594293923526958,0.43146216301114015,-0.32796722934155564
A040,T1,A040_T1,1.0,-0.5435394729740699,0.07702469248261566,0.6205641654566856
A040,T2,A040_T2,26.26,0.14358352128323504,0.05635199246145997,-0.08723152882177507
A040,T3,A040_T3,71.28,-1.7892607874370556,-1.504136305151285,0.2851244822857706
A040,T4,A040_T4,143.53,-1.7141541198621224,-2.318476290884544,-0.6043221710224216
A041,T1,A041_T1,1.0,1.2607230958603317,1.1444625774531463,-0.11626051840718543
A041,T2,A041_T2,31.78,-1.2498242464087106,-0.3949118002225508,0.8549124461861598
A041,T3,A041_T3,75.74,0.29773507696530205,0.5323783425761381,0.2346432656108361
A041,T4,A041_T4,141.84,0.13016777479292804,0.09783874530025022,-0.032329029492677824
A042,T1,A042_T1,1.0,-0.939411849606413,-0.29749926901006496,0.641912580596348
A042,T2,A042_T2,28.93,-1.0579366022013394,-0.786974195291438,0.2709624069099015
A042,T3,A042_T3,72.17,-0.18811395500345504,-0.6580265864938221,-0.469912631490367
A042,T4,A042_T4,146.02,-1.3420256641944843,-1.0856684925523656,0.2563571716421187
A043,T1,A043_T1,1.0,1.089811081137255,2.289612551159118,1.1998014700218629
A043,T2,A043_T2,25.62,0.5938296379421426,1.984981214225016,1.3911515762828734
A043,T3,A043_T3,64.94,0.5962784052423202,1.3768169184537915,0.7805385132114713
A043,T4,A043_T4,149.33,-0.3954062706401479,0.7776139899814193,1.1730202606215672
A044,T1,A044_T1,1.0,-0.10064037855665124,-0.5262154775126844,-0.4255750989560331
A044,T2,A044_T2,47.66,-0.4020322633644277,-0.8194349953103897,-0.41740273194596195
A044,T3,A044_T3,91.63,-1.3922429627521775,-1.3202090847513739,0.07203387800080363
A044,T4,A044_T4,155.27,-1.9103321995494305,-1.7437938403001483,0.16653835924928218
A045,T1,A045_T1,1.0,-0.961819749962723,-0.19223599095595495,0.769583759006768
A045,T2,A045_T2,24.66,-1.081042640063007,-0.3112648839235858,0.7697777561394212
A045,T3,A045_T3,72.23,-1.1974849081406334,-0.07766101915137948,1.1198238889892538
A045,T4,A045_T4,151.52,-1.3282016856538625,-1.0635707292731829,0.2646309563806797
A046,T1,A046_T1,1.0,-0.8209402327502409,0.6517506074862802,1.472690840236521
A046,T2,A046_T2,24.32,-1.3873262119974958,-0.1548056108532215,1.2325206011442744
A046,T3,A046_T3,73.05,-1.7271527783456555,-0.20831090692968696,1.5188418714159686
A046,T4,A046_T4,147.94,-1.2296037461112925,-0.12573027798635297,1.1038734681249396
A047,T1,A047_T1,1.0,-0.7974739608510768,0.36217929284103056,1.1596532536921074
A047,T2,A047_T2,23.46,-0.5516529485859933,0.24849271538256856,0.8001456639685619
A047,T3,A047_T3,76.85,-1.3232231762554534,-0.23906984715767507,1.0841533290977783
A047,T4,A047_T4,144.22,-1.701687666226082,-1.077780149947665,0.6239075162784171
A048,T1,A048_T1,1.0,1.1337538921706978,0.7003240909583147,-0.43342980121238306
A048,T2,A048_T2,23.91,-0.07030761539314725,0.5005652765451102,0.5708728919382574
A048,T3,A048_T3,81.15,0.14475363042026396,-0.1514673909289167,-0.29622102134918066
A048,T4,A048_T4,146.3,0.09530087844812206,-0.5430130462746462,-0.6383139247227683
A049,T1,A049_T1,1.0,2.2191979668010275,1.5482365274653977,-0.6709614393356298
A049,T2,A049_T2,27.12,-0.5702145460347382,-0.29102113115520073,0.27919341487953747
A049,T3,A049_T3,111.38,0.3940147368532242,-0.19222228395689667,-0.5862370208101209
A049,T4,A049_T4,168.86,0.029673363954395775,-0.1407329066358168,-0.17040627059021257
A050,T1,A050_T1,1.0,-0.4289929516141503,0.004911809832726195,0.4339047614468765
A050,T2,A050_T2,24.73,-0.762615560292252,-0.6030918534448177,0.15952370684743422
A050,T3,A050_T3,93.39,-0.9876791428232135,-1.5096690035036748,-0.5219898606804614
A050,T4,A050_T4,148.69,-1.2121901390949277,-1.9178245467742236,-0.705634407679296
A051,T1,A051_T1,1.0,1.6068883448238203,1.7503387033668345,0.14345035854301424
A051,T2,A051_T2,17.16,-0.33254520863874476,1.4060298970658092,1.738575105704554
A051,T3,A051_T3,65.63,-0.6972526058451661,0.24638868597664093,0.9436412918218071
A051,T4,A051_T4,146.99,-0.7692662882537709,0.08207085297417967,0.8513371412279506
A052,T1,A052_T1,1.0,0.6127065434578783,0.9875260240493232,0.3748194805914449
A052,T2,A052_T2,31.76,0.40069171488663974,0.20653710640870898,-0.19415460847793076
A052,T3,A052_T3,80.98,0.11635845095346106,-0.13951048878317465,-0.2558689397366357
A052,T4,A052_T4,153.27,-0.8871381894843241,0.037673261815473445,0.9248114512997976
A053,T1,A053_T1,1.0,1.4785583323223055,0.7703230179915362,-0.7082353143307693
A053,T2,A053_T2,32.71,1.0272958039812312,-0.3855888691570873,-1.4128846731383184
A053,T3,A053_T3,78.28,-0.4399891257994964,-0.3937940080856388,0.04619511771385759
A053,T4,A053_T4,148.9,-0.150076499127309,-0.4190481185024323,-0.26897161937512326
A054,T1,A054_T1,1.0,0.5498365407540212,1.6516139668922525,1.1017774261382312
A054,T2,A054_T2,16.9,1.1861153703299228,0.7757087474151875,-0.4104066229147353
A054,T3,A054_T3,72.83,1.2551742459167592,0.8792809737026467,-0.3758932722141125
A054,T4,A054_T4,136.83,1.3030692923512968,0.6973200662568128,-0.605749226094484
A055,T1,A055_T1,1.0,0.2957569359541282,0.8710950164920109,0.5753380805378827
A055,T2,A055_T2,23.24,0.9095058203479244,-0.3442331560373709,-1.2537389763852953
A055,T3,A055_T3,74.48,-0.13346716973751827,-0.7475443003879767,-0.6140771306504584
A055,T4,A055_T4,149.21,-0.6634023436407634,-0.5636242112639204,0.09977813237684308
A056,T1,A056_T1,1.0,0.5530252888945004,0.32742953508987316,-0.22559575380462726
A056,T2,A056_T2,33.61,0.5758406585871718,-0.14725771091341452,-0.7230983695005864
A056,T3,A056_T3,71.46,-0.4428776506600633,-0.13026810275123427,0.312609547908829
A056,T4,A056_T4,147.84,-1.0170426766371687,-0.46855727385123047,0.5484854027859383
A057,T1,A057_T1,1.0,0.5174758271208859,0.6907590904511178,0.17328326333023192
A057,T2,A057_T2,24.78,-0.826210225997846,-0.003371339799161509,0.8228388861986845
A057,T3,A057_T3,73.83,-0.7283158900772994,-0.8344245230182332,-0.10610863294093387
A057,T4,A057_T4,145.06,-1.1588501624929701,-1.8618683746200073,-0.7030182121270372
A058,T1,A058_T1,1.0,1.0755864659061043,0.5878286183848599,-0.4877578475212444
A058,T2,A058_T2,22.96,-0.8992812312176188,-1.2954780019036582,-0.3961967706860394
A058,T3,A058_T3,66.28,-0.1355417834705494,-1.1326284491050393,-0.9970866656344899
A058,T4,A058_T4,143.48,-1.1367986190448935,-1.8814925144655965,-0.744693895420703
A059,T1,A059_T1,1.0,1.0497068929055964,0.33165204837162704,-0.7180548445339694
A059,T2,A059_T2,30.4,1.3095930390328219,-0.3100434559647592,-1.619636494997581
A059,T3,A059_T3,79.78,1.4083539027504404,-0.6832835857844038,-2.091637488534844
